LOCATION,LAND_AREA,ROAD_ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,AMENITIES,Tole,City,City_Tole_Encoded,total_rooms,area_road_interaction,room_age_interaction,LAND_AREA_squared,room_density_squared,PRICE
454,2.3978952727983707,3.044522437723423,24,2.0,5.0,4.0,2060.0,77,379,10,308,9.0,200.0,189.0,100.0,0.6694214876033059,18.683045016112164
288,2.3978952727983707,2.5649493574615367,4,2.5,5.0,5.0,2076.0,429,203,13,364,10.0,120.0,50.0,100.0,0.8264462809917354,16.993564429978885
4,2.3978952727983707,2.833213344056216,0,2.5,7.0,5.0,2074.0,1398,24,10,64,12.0,160.0,84.0,100.0,1.190082644628099,17.182806422433504
114,2.3978952727983707,2.70805020110221,4,4.0,5.0,4.0,2076.0,378,20,10,61,9.0,140.0,45.0,100.0,0.6694214876033059,17.370858648025116
179,2.3978952727983707,2.5649493574615367,4,4.5,5.0,4.0,2074.0,256,89,10,109,9.0,120.0,63.0,100.0,0.6694214876033059,18.064005814299346
133,2.3978952727983707,2.6390573296152584,16,2.5,5.0,4.0,2075.0,210,38,10,76,9.0,130.0,54.0,100.0,0.6694214876033059,16.906553056777135
278,2.3978952727983707,2.5649493574615367,4,2.5,4.0,3.0,2076.0,362,190,10,180,7.0,120.0,35.0,100.0,0.4049586776859504,16.749367480991666
17,2.3978952727983707,2.6390573296152584,1,2.5,4.0,4.0,2077.0,1398,67,10,94,8.0,130.0,32.0,100.0,0.5289256198347108,17.05418904934434
191,2.3978952727983707,2.5649493574615367,4,2.5,6.0,2.0,2075.0,951,100,10,117,8.0,120.0,48.0,100.0,0.5289256198347108,17.665658180950928
81,2.3978952727983707,2.5649493574615367,11,2.5,6.0,4.0,2076.0,1398,364,10,299,10.0,120.0,50.0,100.0,0.8264462809917354,17.034386422832473
190,2.3978952727983707,1.6094379124341003,15,2.5,5.0,4.0,2072.0,1048,99,13,349,9.0,40.0,81.0,100.0,0.6694214876033059,17.129696599000436
350,2.3978952727983707,2.5649493574615367,4,2.5,4.0,4.0,2065.0,63,269,10,230,8.0,120.0,128.0,100.0,0.5289256198347108,18.02763817065757
427,2.3978952727983707,3.044522437723423,31,2.5,6.0,4.0,2076.0,385,348,10,287,10.0,200.0,50.0,100.0,0.8264462809917354,17.0926553286923
427,2.3978952727983707,2.6390573296152584,4,2.5,5.0,7.0,2078.0,205,348,10,287,12.0,130.0,36.0,100.0,1.190082644628099,17.989897843244528
292,2.3978952727983707,3.332204510175204,4,4.0,10.0,6.0,2068.0,417,208,10,191,16.0,270.0,208.0,100.0,2.115702479338843,18.258161826219297
2,2.3978952727983707,2.5649493574615367,27,2.5,5.0,3.0,2078.0,1193,8,10,54,8.0,120.0,24.0,100.0,0.5289256198347108,17.1654146803266
252,2.3978952727983707,2.6390573296152584,11,2.5,4.0,4.0,2076.0,69,166,13,359,8.0,130.0,40.0,100.0,0.5289256198347108,16.759949589762293
271,2.3978952727983707,2.772588722239781,4,5.0,6.0,6.0,2077.0,103,184,10,176,12.0,150.0,48.0,100.0,1.190082644628099,17.72753358339242
223,2.3978952727983707,2.833213344056216,4,2.5,4.0,3.0,2076.0,145,134,10,139,7.0,160.0,35.0,100.0,0.4049586776859504,16.835935492889124
407,2.3978952727983707,2.772588722239781,4,3.0,6.0,6.0,2073.0,859,325,13,386,12.0,150.0,96.0,100.0,1.190082644628099,17.147715103853763
116,2.3978952727983707,2.772588722239781,11,4.0,7.0,5.0,2072.0,1258,21,10,62,12.0,150.0,108.0,100.0,1.190082644628099,17.622173069956816
100,2.3978952727983707,2.70805020110221,17,2.5,4.0,4.0,2079.0,1373,8,10,54,8.0,140.0,16.0,100.0,0.5289256198347108,17.529082649058825
439,2.3978952727983707,2.772588722239781,31,2.5,5.0,3.0,2079.0,1000,364,10,299,8.0,150.0,16.0,100.0,0.5289256198347108,17.01418371633128
427,2.3978952727983707,2.4849066497880004,4,2.5,5.0,4.0,2074.0,211,348,10,287,9.0,110.0,63.0,100.0,0.6694214876033059,16.811242881518265
469,2.3978952727983707,2.5649493574615367,11,2.5,5.0,4.0,2078.0,1013,397,10,322,9.0,120.0,27.0,100.0,0.6694214876033059,16.41820031748273
225,2.3978952727983707,2.3978952727983707,31,2.0,4.0,2.0,2078.0,177,136,10,141,6.0,100.0,18.0,100.0,0.29752066115702475,17.426428497635523
418,2.3978952727983707,2.6390573296152584,20,2.0,9.0,4.0,2072.0,1314,339,10,282,13.0,130.0,117.0,100.0,1.3966942148760333,17.622173069956816
434,2.3978952727983707,2.6390573296152584,11,2.5,5.0,4.0,2076.0,422,358,10,295,9.0,130.0,45.0,100.0,0.6694214876033059,17.281246492014
318,2.3978952727983707,2.70805020110221,4,2.0,4.0,2.0,2052.0,1377,235,10,205,6.0,140.0,174.0,100.0,0.29752066115702475,16.993564429978885
355,2.3978952727983707,2.3978952727983707,11,2.5,5.0,4.0,2076.0,1133,274,10,235,9.0,100.0,45.0,100.0,0.6694214876033059,17.312018149733785
101,2.3978952727983707,2.5649493574615367,15,2.5,4.0,3.0,2077.0,223,8,10,54,7.0,120.0,28.0,100.0,0.4049586776859504,17.426428497635523
373,2.3978952727983707,2.1972245773362196,11,3.0,6.0,4.0,2075.0,1219,292,10,249,10.0,80.0,60.0,100.0,0.8264462809917354,18.099097133618006
191,2.3978952727983707,2.6390573296152584,15,2.5,5.0,4.0,2078.0,91,100,10,117,9.0,130.0,27.0,100.0,0.6694214876033059,17.599700214609808
128,2.3978952727983707,3.044522437723423,31,1.0,2.0,1.0,2058.0,240,34,10,73,3.0,200.0,69.0,100.0,0.07438016528925619,16.341239282272525
215,2.3978952727983707,2.6390573296152584,31,3.5,5.0,5.0,2075.0,842,126,1,11,10.0,130.0,60.0,100.0,0.8264462809917354,17.216707972959764
153,2.3978952727983707,2.5649493574615367,31,2.5,6.0,4.0,2076.0,48,61,10,91,10.0,120.0,50.0,100.0,0.8264462809917354,17.034386422832473
206,2.3978952727983707,2.5649493574615367,20,2.5,4.0,5.0,2076.0,585,116,10,127,9.0,120.0,45.0,100.0,0.6694214876033059,16.588099342704055
97,2.3978952727983707,2.5649493574615367,11,6.0,7.0,5.0,2072.0,1349,6,10,52,12.0,120.0,108.0,100.0,1.190082644628099,18.951309000896888
252,2.3978952727983707,2.833213344056216,4,1.0,6.0,3.0,2070.0,473,166,13,359,9.0,160.0,99.0,100.0,0.6694214876033059,16.929025911619092
289,2.3978952727983707,3.295836866004329,31,2.5,4.0,3.0,2065.0,455,205,10,188,7.0,260.0,112.0,100.0,0.4049586776859504,17.479072229734946
215,2.3978952727983707,2.6390573296152584,31,3.0,7.0,4.0,2063.0,441,126,1,11,11.0,130.0,198.0,100.0,1.0,17.281246492014
98,2.3978952727983707,2.6390573296152584,4,3.0,8.0,3.0,2062.0,373,7,10,53,11.0,130.0,209.0,100.0,1.0,17.216707972959764
252,2.3978952727983707,2.6390573296152584,4,3.0,5.0,4.0,2072.0,685,166,13,359,9.0,130.0,81.0,100.0,0.6694214876033059,17.249497794707484
191,2.3978952727983707,2.9444389791664403,24,2.0,5.0,5.0,2073.0,335,100,10,117,10.0,180.0,80.0,100.0,0.8264462809917354,18.643824303266577
190,2.3978952727983707,2.5649493574615367,31,2.5,6.0,4.0,2078.0,1347,99,13,349,10.0,120.0,30.0,100.0,0.8264462809917354,17.281246492014
296,2.3978952727983707,3.1354942159291497,4,5.0,8.0,5.0,2076.0,256,212,13,366,13.0,220.0,65.0,100.0,1.3966942148760333,17.6867115897055
279,2.3978952727983707,3.044522437723423,31,2.5,4.0,5.0,2060.0,275,193,13,363,9.0,200.0,189.0,100.0,0.6694214876033059,17.296750678069195
290,2.3978952727983707,3.295836866004329,4,4.0,6.0,4.0,2077.0,49,204,10,187,10.0,260.0,40.0,100.0,0.8264462809917354,17.296750678069195
14,2.3978952727983707,2.833213344056216,0,2.5,7.0,3.0,2068.0,1194,66,10,93,10.0,160.0,130.0,100.0,0.8264462809917354,17.0926553286923
351,2.3978952727983707,1.791759469228055,4,4.5,7.0,4.0,2069.0,229,270,10,231,11.0,50.0,132.0,100.0,1.0,16.705882371415992
455,2.3978952727983707,2.6390573296152584,31,2.5,5.0,2.0,2070.0,1223,380,10,309,7.0,130.0,77.0,100.0,0.4049586776859504,16.588099342704055
101,2.3978952727983707,2.6390573296152584,4,2.5,4.0,4.0,2076.0,223,8,10,54,8.0,130.0,40.0,100.0,0.5289256198347108,17.05418904934434
153,2.3978952727983707,2.5649493574615367,11,2.5,7.0,7.0,2078.0,754,61,10,91,14.0,120.0,42.0,100.0,1.6198347107438016,18.8906843794481
293,2.3978952727983707,3.332204510175204,4,5.0,7.0,4.0,2065.0,872,209,10,192,11.0,270.0,176.0,100.0,1.0,17.622173069956816
435,2.3978952727983707,3.044522437723423,15,2.5,5.0,5.0,2076.0,656,359,13,392,10.0,200.0,50.0,100.0,0.8264462809917354,17.281246492014
475,2.3978952727983707,3.044522437723423,4,2.5,4.0,3.0,2079.0,1224,402,10,326,7.0,200.0,14.0,100.0,0.4049586776859504,17.858561843342684
252,2.3978952727983707,2.6390573296152584,20,2.5,4.0,4.0,2073.0,385,166,13,359,8.0,130.0,64.0,100.0,0.5289256198347108,16.97251102166758
399,2.3978952727983707,2.70805020110221,4,2.5,5.0,4.0,2078.0,315,318,10,270,9.0,140.0,27.0,100.0,0.6694214876033059,18.035018277846262
392,2.3978952727983707,2.6390573296152584,22,2.5,6.0,3.0,2076.0,331,312,10,265,9.0,130.0,45.0,100.0,0.6694214876033059,17.11872756803093
405,2.3978952727983707,2.772588722239781,11,3.0,5.0,4.0,2074.0,420,323,10,273,9.0,150.0,63.0,100.0,0.6694214876033059,17.233237274364523
259,2.3978952727983707,2.6390573296152584,12,3.5,5.0,4.0,2071.0,1006,173,10,168,9.0,130.0,90.0,100.0,0.6694214876033059,17.867295523158884
407,2.3978952727983707,3.044522437723423,20,2.5,5.0,3.0,2068.0,901,325,13,386,8.0,200.0,104.0,100.0,0.5289256198347108,16.929025911619092
249,2.3978952727983707,2.6390573296152584,20,2.5,4.0,4.0,2074.0,327,163,10,162,8.0,130.0,56.0,100.0,0.5289256198347108,17.182806422433504
223,2.3978952727983707,3.044522437723423,11,2.5,4.0,4.0,2073.0,120,134,10,139,8.0,200.0,64.0,100.0,0.5289256198347108,17.281246492014
137,2.3978952727983707,3.044522437723423,15,2.5,6.0,6.0,2058.0,410,43,10,79,12.0,200.0,276.0,100.0,1.190082644628099,18.132998684833918
415,2.3978952727983707,2.5649493574615367,24,1.0,2.0,1.0,2070.0,72,336,10,280,3.0,120.0,33.0,100.0,0.07438016528925619,17.281246492014
264,2.3978952727983707,2.6390573296152584,20,2.5,7.0,4.0,2078.0,262,178,10,170,11.0,130.0,33.0,100.0,1.0,16.929025911619092
160,2.3978952727983707,3.044522437723423,4,2.0,3.0,3.0,2078.0,768,69,10,96,6.0,200.0,18.0,100.0,0.29752066115702475,16.648723960844016
153,2.3978952727983707,2.833213344056216,31,2.5,5.0,4.0,2070.0,412,61,10,91,9.0,160.0,99.0,100.0,0.6694214876033059,17.32705602664604
269,2.3978952727983707,0.0,4,2.5,5.0,4.0,2060.0,1270,182,10,174,9.0,0.0,189.0,100.0,0.6694214876033059,17.034386422832473
131,2.3978952727983707,2.9444389791664403,20,3.5,6.0,4.0,2070.0,1297,36,13,340,10.0,180.0,110.0,100.0,0.8264462809917354,17.926384438531027
252,2.3978952727983707,2.5649493574615367,11,2.5,4.0,4.0,2060.0,143,166,13,359,8.0,120.0,168.0,100.0,0.5289256198347108,16.733281344102608
455,2.3978952727983707,2.3978952727983707,31,2.5,6.0,3.0,2078.0,1144,380,10,309,9.0,100.0,27.0,100.0,0.6694214876033059,16.906553056777135
382,2.3978952727983707,2.3978952727983707,11,3.5,8.0,4.0,2069.0,113,301,10,256,12.0,100.0,144.0,100.0,1.190082644628099,17.073607134447293
379,2.3978952727983707,3.044522437723423,24,2.5,5.0,2.0,2074.0,835,298,10,254,7.0,200.0,49.0,100.0,0.4049586776859504,16.993564429978885
231,2.3978952727983707,2.4849066497880004,31,4.5,8.0,4.0,2076.0,1237,143,10,148,12.0,110.0,60.0,100.0,1.190082644628099,17.11134746100564
147,2.3978952727983707,2.6390573296152584,4,2.5,4.0,4.0,2078.0,92,53,10,84,8.0,130.0,24.0,100.0,0.5289256198347108,16.951004817371683
148,2.3978952727983707,2.5649493574615367,4,2.5,6.0,5.0,2077.0,517,54,13,343,11.0,120.0,44.0,100.0,1.0,17.1654146803266
386,2.3978952727983707,2.772588722239781,31,2.5,7.0,5.0,2078.0,808,305,8,47,12.0,150.0,36.0,100.0,1.190082644628099,17.439851517607305
153,2.3978952727983707,2.6390573296152584,11,2.5,6.0,4.0,2068.0,405,61,10,91,10.0,130.0,130.0,100.0,0.8264462809917354,17.281246492014
304,2.3978952727983707,2.5649493574615367,15,2.5,5.0,3.0,2080.0,1390,220,10,196,8.0,120.0,8.0,100.0,0.5289256198347108,17.034386422832473
455,2.3978952727983707,1.791759469228055,31,2.5,7.0,4.0,2076.0,273,380,10,309,11.0,50.0,55.0,100.0,1.0,16.166885910365842
305,2.3978952727983707,2.3978952727983707,4,2.5,5.0,4.0,2062.0,1051,221,10,197,9.0,100.0,171.0,100.0,0.6694214876033059,17.840862266556567
55,2.3978952727983707,2.6390573296152584,8,2.5,6.0,3.0,2078.0,1364,257,11,330,9.0,130.0,27.0,100.0,0.6694214876033059,16.835935492889124
186,2.3978952727983707,3.044522437723423,11,2.0,7.0,2.0,2077.0,403,95,17,405,9.0,200.0,36.0,100.0,0.6694214876033059,17.281246492014
462,2.3978952727983707,2.6390573296152584,20,2.5,7.0,3.0,2073.0,1214,389,13,398,10.0,130.0,80.0,100.0,0.8264462809917354,16.951004817371683
404,2.3978952727983707,2.772588722239781,31,3.0,5.0,4.0,2075.0,121,322,10,272,9.0,150.0,54.0,100.0,0.6694214876033059,17.19990085520835
257,2.3978952727983707,3.1354942159291497,4,3.0,5.0,5.0,2074.0,738,171,10,167,10.0,220.0,70.0,100.0,0.8264462809917354,17.1618997383427
153,2.3978952727983707,2.5649493574615367,24,2.5,5.0,4.0,2074.0,390,61,10,91,9.0,120.0,63.0,100.0,0.6694214876033059,17.281246492014
252,2.3978952727983707,2.6390573296152584,15,2.5,6.0,5.0,2050.0,1366,166,13,359,11.0,130.0,341.0,100.0,1.0,17.034386422832473
252,2.3978952727983707,2.833213344056216,4,2.5,6.0,4.0,2069.0,773,166,13,359,10.0,160.0,120.0,100.0,0.8264462809917354,17.147715103853763
147,2.3978952727983707,2.6390573296152584,4,2.0,5.0,2.0,2075.0,362,53,10,84,7.0,130.0,42.0,100.0,0.4049586776859504,16.811242881518265
372,2.3978952727983707,2.3978952727983707,31,4.0,7.0,5.0,2070.0,183,291,10,248,12.0,100.0,132.0,100.0,1.190082644628099,16.733281344102608
252,2.3978952727983707,2.833213344056216,4,2.5,4.0,4.0,2075.0,228,166,13,359,8.0,160.0,48.0,100.0,0.5289256198347108,17.281246492014
296,2.3978952727983707,2.302585092994046,25,3.5,9.0,4.0,2076.0,1036,212,13,366,13.0,90.0,65.0,100.0,1.3966942148760333,18.197537205138154
252,2.3978952727983707,3.044522437723423,25,2.5,6.0,1.0,2073.0,362,166,13,359,7.0,200.0,56.0,100.0,0.4049586776859504,17.129696599000436
252,2.3978952727983707,2.6390573296152584,20,2.0,3.0,3.0,2077.0,834,166,13,359,6.0,130.0,24.0,100.0,0.29752066115702475,16.648723960844016
345,2.3978952727983707,2.3978952727983707,4,2.5,6.0,5.0,2055.0,1223,263,13,378,11.0,100.0,286.0,100.0,1.0,17.479072229734946
153,2.3978952727983707,2.6390573296152584,31,2.5,5.0,4.0,2076.0,316,61,10,91,9.0,130.0,45.0,100.0,0.6694214876033059,17.281246492014
278,2.3978952727983707,2.6390573296152584,24,1.0,2.0,1.0,2063.0,101,190,10,180,3.0,130.0,54.0,100.0,0.07438016528925619,16.636889503897294
122,2.3978952727983707,2.3978952727983707,20,2.5,4.0,4.0,2065.0,1088,28,10,68,8.0,100.0,128.0,100.0,0.5289256198347108,16.906553056777135
245,2.3978952727983707,2.70805020110221,4,2.5,6.0,5.0,2080.0,712,159,10,159,11.0,140.0,11.0,100.0,1.0,17.265498135541893
229,2.3978952727983707,2.5649493574615367,20,2.5,5.0,5.0,2074.0,618,141,10,146,10.0,120.0,70.0,100.0,0.8264462809917354,17.147715103853763
252,2.3978952727983707,2.6390573296152584,20,2.5,5.0,4.0,2068.0,228,166,13,359,9.0,130.0,117.0,100.0,0.6694214876033059,17.129696599000436
386,2.3978952727983707,2.6390573296152584,24,2.0,3.0,2.0,2078.0,1051,305,8,47,5.0,130.0,15.0,100.0,0.20661157024793386,16.811242881518265
454,2.3978952727983707,2.6390573296152584,24,6.0,5.0,4.0,2065.0,293,379,10,308,9.0,130.0,144.0,100.0,0.6694214876033059,18.643824303266577
162,2.3978952727983707,2.6390573296152584,4,3.0,7.0,3.0,2066.0,1174,71,10,97,10.0,130.0,150.0,100.0,0.8264462809917354,17.19990085520835
131,2.3978952727983707,3.044522437723423,31,2.5,5.0,4.0,2075.0,180,36,13,340,9.0,200.0,54.0,100.0,0.6694214876033059,17.50439003707821
432,2.3978952727983707,3.044522437723423,16,3.0,7.0,3.0,2069.0,1121,356,1,26,10.0,200.0,120.0,100.0,0.8264462809917354,16.929025911619092
190,2.3978952727983707,2.6390573296152584,11,3.0,6.0,4.0,2058.0,1077,99,13,349,10.0,130.0,230.0,100.0,0.8264462809917354,17.57671069691365
265,2.3978952727983707,2.6390573296152584,31,1.0,2.0,1.0,2075.0,223,179,10,171,3.0,130.0,18.0,100.0,0.07438016528925619,16.300417291085605
320,2.3978952727983707,2.6390573296152584,20,3.5,8.0,6.0,2058.0,229,237,10,207,14.0,130.0,322.0,100.0,1.6198347107438016,18.420680753952364
249,2.3978952727983707,2.5649493574615367,31,3.0,6.0,5.0,2079.0,1261,163,10,162,11.0,120.0,22.0,100.0,1.0,17.182806422433504
245,2.3978952727983707,2.6390573296152584,4,2.5,4.0,4.0,2077.0,751,159,10,159,8.0,130.0,32.0,100.0,0.5289256198347108,16.951004817371683
288,2.3978952727983707,2.70805020110221,16,3.5,6.0,6.0,2078.0,1113,203,13,364,12.0,140.0,36.0,100.0,1.190082644628099,17.87595358575207
455,2.3978952727983707,2.6390573296152584,11,2.5,4.0,3.0,2074.0,231,380,10,309,7.0,130.0,49.0,100.0,0.4049586776859504,16.648723960844016
205,2.3978952727983707,2.9444389791664403,24,2.5,3.0,4.0,2074.0,882,115,13,352,7.0,180.0,49.0,100.0,0.4049586776859504,17.281246492014
243,2.3978952727983707,2.6390573296152584,20,3.0,6.0,6.0,2078.0,750,157,13,357,12.0,130.0,36.0,100.0,1.190082644628099,17.172407715573055
252,2.3978952727983707,2.772588722239781,31,2.5,6.0,4.0,2069.0,532,166,13,359,10.0,150.0,120.0,100.0,0.8264462809917354,17.296750678069195
359,2.3978952727983707,2.3978952727983707,20,2.5,5.0,3.0,2060.0,1088,278,10,238,8.0,100.0,168.0,100.0,0.5289256198347108,16.860033043306743
224,2.3978952727983707,2.70805020110221,4,2.0,5.0,5.0,2070.0,954,135,10,140,10.0,140.0,110.0,100.0,0.8264462809917354,17.073607134447293
252,2.3978952727983707,2.6390573296152584,4,2.5,4.0,3.0,2080.0,113,166,13,359,7.0,130.0,7.0,100.0,0.4049586776859504,16.993564429978885
125,2.3978952727983707,2.6390573296152584,20,2.5,5.0,4.0,2065.0,631,31,10,70,9.0,130.0,144.0,100.0,0.6694214876033059,18.36938746009113
252,2.3978952727983707,2.3978952727983707,20,2.5,4.0,2.0,2078.0,244,166,13,359,6.0,100.0,18.0,100.0,0.29752066115702475,16.759949589762293
416,2.3978952727983707,2.5649493574615367,4,2.5,5.0,3.0,2074.0,1081,337,13,390,8.0,120.0,56.0,100.0,0.5289256198347108,16.929025911619092
33,2.3978952727983707,2.6390573296152584,8,2.5,6.0,5.0,2065.0,1365,166,13,359,11.0,130.0,176.0,100.0,1.0,17.129696599000436
191,2.3978952727983707,3.1354942159291497,24,2.5,7.0,5.0,2074.0,318,100,10,117,12.0,220.0,84.0,100.0,1.190082644628099,17.281246492014
298,2.3978952727983707,3.044522437723423,20,5.0,5.0,4.0,2073.0,428,214,13,368,9.0,200.0,72.0,100.0,0.6694214876033059,17.216707972959764
427,2.3978952727983707,2.9444389791664403,11,2.5,4.0,3.0,2078.0,745,348,10,287,7.0,180.0,21.0,100.0,0.4049586776859504,16.929025911619092
252,2.3978952727983707,2.6390573296152584,31,2.5,4.0,3.0,2069.0,685,166,13,359,7.0,130.0,84.0,100.0,0.4049586776859504,17.034386422832473
290,2.3978952727983707,3.044522437723423,4,3.5,7.0,7.0,2065.0,484,204,10,187,14.0,200.0,224.0,100.0,1.6198347107438016,17.529082649058825
119,2.3978952727983707,2.6390573296152584,31,2.5,4.0,4.0,2076.0,68,25,10,65,8.0,130.0,40.0,100.0,0.5289256198347108,16.733281344102608
427,2.3978952727983707,2.6390573296152584,31,1.0,2.0,1.0,2080.0,295,348,10,287,3.0,130.0,3.0,100.0,0.07438016528925619,16.454567959008102
159,2.3978952727983707,3.295836866004329,4,2.5,5.0,4.0,2075.0,221,68,10,95,9.0,260.0,54.0,100.0,0.6694214876033059,18.31532023940565
252,2.3978952727983707,2.6390573296152584,31,2.5,4.0,3.0,2077.0,1320,166,13,359,7.0,130.0,28.0,100.0,0.4049586776859504,14.603968372873895
224,2.3978952727983707,2.70805020110221,31,2.5,5.0,4.0,2078.0,597,135,10,140,9.0,140.0,27.0,100.0,0.6694214876033059,17.989897843244528
288,2.3978952727983707,2.6390573296152584,4,2.5,3.0,4.0,2060.0,1049,203,13,364,7.0,130.0,147.0,100.0,0.4049586776859504,17.41282284594998
427,2.3978952727983707,2.6390573296152584,4,2.5,4.0,4.0,2062.0,72,348,10,287,8.0,130.0,152.0,100.0,0.5289256198347108,17.034386422832473
345,2.3978952727983707,3.044522437723423,25,2.5,5.0,4.0,2060.0,630,263,13,378,9.0,200.0,189.0,100.0,0.6694214876033059,17.11134746100564
110,2.3978952727983707,2.6390573296152584,31,3.0,5.0,5.0,2072.0,642,16,1,2,10.0,130.0,90.0,100.0,0.8264462809917354,17.147715103853763
153,2.3978952727983707,2.9444389791664403,11,2.5,5.0,4.0,2060.0,318,61,10,91,9.0,180.0,189.0,100.0,0.6694214876033059,17.622173069956816
347,2.3978952727983707,3.044522437723423,4,2.5,4.0,5.0,2074.0,1295,266,13,381,9.0,200.0,63.0,100.0,0.6694214876033059,16.97251102166758
278,2.3978952727983707,2.1972245773362196,20,2.5,3.0,3.0,2060.0,223,190,10,180,6.0,80.0,126.0,100.0,0.29752066115702475,17.281246492014
216,2.3978952727983707,2.3978952727983707,20,5.0,9.0,7.0,2077.0,362,127,10,134,16.0,100.0,64.0,100.0,2.115702479338843,17.909855136853043
417,2.3978952727983707,2.6390573296152584,25,4.5,5.0,4.0,2074.0,1046,338,10,281,9.0,130.0,63.0,100.0,0.6694214876033059,17.622173069956816
278,2.3978952727983707,2.6390573296152584,4,2.5,5.0,4.0,2076.0,377,190,10,180,9.0,130.0,45.0,100.0,0.6694214876033059,16.929025911619092
195,2.3978952727983707,2.5649493574615367,31,2.5,5.0,4.0,2069.0,1338,105,13,351,9.0,120.0,108.0,100.0,0.6694214876033059,17.312018149733785
427,2.3978952727983707,2.6390573296152584,20,2.5,5.0,3.0,2076.0,634,348,10,287,8.0,130.0,40.0,100.0,0.5289256198347108,17.370858648025116
338,2.3978952727983707,2.5649493574615367,31,2.5,6.0,4.0,2074.0,431,254,10,221,10.0,120.0,70.0,100.0,0.8264462809917354,16.5563506464056
46,2.3978952727983707,2.6390573296152584,0,2.0,5.0,3.0,2062.0,1398,217,5,40,8.0,130.0,152.0,100.0,0.5289256198347108,17.129696599000436
322,2.3978952727983707,2.6390573296152584,31,2.5,5.0,3.0,2072.0,211,239,10,209,8.0,130.0,72.0,100.0,0.5289256198347108,16.785925074816024
102,2.3978952727983707,2.5649493574615367,15,5.5,4.0,3.0,2070.0,297,9,10,55,7.0,120.0,77.0,100.0,0.4049586776859504,18.064005814299346
153,2.3978952727983707,2.70805020110221,25,2.5,6.0,6.0,2060.0,465,61,10,91,12.0,140.0,252.0,100.0,1.190082644628099,17.479072229734946
228,2.3978952727983707,3.367295829986474,16,2.5,5.0,3.0,2078.0,1050,139,10,144,8.0,280.0,24.0,100.0,0.5289256198347108,16.993564429978885
341,2.3978952727983707,2.6390573296152584,8,1.0,4.0,3.0,2078.0,1364,257,10,224,7.0,130.0,21.0,100.0,0.4049586776859504,17.05418904934434
39,2.3978952727983707,2.772588722239781,25,2.5,5.0,5.0,2075.0,1022,190,10,180,10.0,150.0,60.0,100.0,0.8264462809917354,17.6762402900575
440,2.3978952727983707,2.6390573296152584,20,2.5,6.0,2.0,2072.0,286,365,10,300,8.0,130.0,72.0,100.0,0.5289256198347108,17.034386422832473
278,2.3978952727983707,2.6390573296152584,31,2.5,5.0,4.0,2078.0,223,190,10,180,9.0,130.0,27.0,100.0,0.6694214876033059,17.249497794707484
384,2.3978952727983707,3.044522437723423,20,2.5,4.0,4.0,2072.0,909,303,10,258,8.0,200.0,72.0,100.0,0.5289256198347108,17.21336907180573
462,2.3978952727983707,2.6390573296152584,20,2.5,4.0,4.0,2074.0,1108,389,13,398,8.0,130.0,56.0,100.0,0.5289256198347108,17.129696599000436
77,2.3978952727983707,2.9444389791664403,25,2.5,7.0,5.0,2079.0,1373,348,10,287,12.0,180.0,24.0,100.0,1.190082644628099,17.822843761378564
153,2.3978952727983707,2.6390573296152584,15,2.5,5.0,5.0,2078.0,1070,61,10,91,10.0,130.0,30.0,100.0,0.8264462809917354,18.049617077054286
252,2.3978952727983707,2.3978952727983707,31,3.0,12.0,4.0,2058.0,1216,166,13,359,16.0,100.0,368.0,100.0,2.115702479338843,17.296750678069195
332,2.3978952727983707,2.6390573296152584,15,1.0,3.0,2.0,2076.0,297,248,10,215,5.0,130.0,25.0,100.0,0.20661157024793386,16.705882371415992
345,2.3978952727983707,2.6390573296152584,20,2.5,5.0,3.0,2070.0,1209,263,13,378,8.0,130.0,88.0,100.0,0.5289256198347108,17.147715103853763
252,2.3978952727983707,2.70805020110221,4,2.5,3.0,3.0,2071.0,772,166,13,359,6.0,140.0,60.0,100.0,0.29752066115702475,17.182806422433504
468,2.3978952727983707,2.5649493574615367,4,2.5,5.0,4.0,2062.0,211,396,10,321,9.0,120.0,171.0,100.0,0.6694214876033059,16.951004817371683
177,2.3978952727983707,2.6390573296152584,11,2.5,4.0,5.0,2063.0,297,87,10,107,9.0,130.0,162.0,100.0,0.6694214876033059,17.182806422433504
191,2.3978952727983707,2.6390573296152584,4,3.0,6.0,4.0,2058.0,801,100,10,117,10.0,130.0,230.0,100.0,0.8264462809917354,17.439851517607305
292,2.3978952727983707,3.295836866004329,4,3.5,5.0,6.0,2064.0,1038,208,10,191,11.0,260.0,187.0,100.0,1.0,17.622173069956816
203,2.3978952727983707,3.4339872044851463,31,2.5,3.0,1.0,2065.0,445,113,6,42,4.0,300.0,64.0,100.0,0.1322314049586777,15.150511887854474
131,2.3978952727983707,2.6390573296152584,15,2.5,4.0,4.0,2078.0,546,36,13,340,8.0,130.0,24.0,100.0,0.5289256198347108,17.281246492014
107,2.3978952727983707,2.6390573296152584,4,2.5,5.0,3.0,2075.0,1181,14,10,57,8.0,130.0,48.0,100.0,0.5289256198347108,16.705882371415992
133,2.3978952727983707,2.6390573296152584,31,2.5,7.0,5.0,2079.0,562,38,10,76,12.0,130.0,24.0,100.0,1.190082644628099,17.281246492014
