Floors,Area,Road_Width,City_Bhaktapur,City_Kathmandu,City_Lalitpur,Road_Type_Blacktopped,Road_Type_Gravelled,Road_Type_Soil Stabilized,area_per_floor,total_built_area,floor_area_ratio,floor_price_premium,floor_price_premium_scaled,floor_city_interaction,floor_city_premium,price_per_area,city_road_interaction,Price_Log,Price_Original
4.0,3.75,14.0,0,1,0,1,0,0,0.9375,15.0,1.0666666666666667,37466000.0,1.4918246976412703,4.0,37466000.0,6800000.0,1,17.05418904934434,25500000.000000026
3.0,4.0,15.0,0,1,0,1,0,0,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,9675000.0,1,17.471350183839803,38700000.0
2.75,4.0,14.0,0,1,0,0,0,1,1.4545454545454546,11.0,0.6875,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,7250000.0,0,17.182806422433504,28999999.999999948
4.0,12.875,13.0,0,1,0,0,0,1,3.21875,51.5,0.3106796116504854,37466000.0,1.4918246976412703,4.0,37466000.0,4893203.8834951455,0,17.958645300228824,63000000.000000075
3.0,12.0,14.0,0,1,0,0,1,0,4.0,36.0,0.25,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,3541666.6666666665,0,17.565014657424058,42500000.00000005
2.75,4.0,15.0,0,1,0,0,0,1,1.4545454545454546,11.0,0.6875,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,4750000.0,0,16.759949589762293,19000000.000000015
3.0,4.0,20.0,0,1,0,0,1,0,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7250000.0,0,17.182806422433504,28999999.999999948
2.5,4.0,20.0,0,0,1,1,0,0,1.6,10.0,0.625,25775471.698113207,1.2840254166877414,0.0,0.0,5375000.0,0,16.88356353960952,21500000.00000001
3.0,3.1875,10.0,0,0,1,0,1,0,1.0625,9.5625,0.9411764705882353,34629726.06117021,1.3498588075760032,0.0,0.0,5960784.31372549,0,16.759949589762293,19000000.000000015
3.5,12.875,20.0,0,1,0,1,0,0,3.6785714285714284,45.0625,0.27184466019417475,36714285.71428572,1.4190675485932573,3.5,36714285.71428572,7766990.291262136,1,18.420680753952364,99999999.99999991
2.75,3.0,12.0,0,1,0,0,0,1,1.0909090909090908,8.25,0.9166666666666666,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,6633333.333333333,0,16.806230339945976,19900000.00000001
2.0,5.1875,13.0,0,0,1,0,0,1,2.59375,10.375,0.3855421686746988,37939361.70212766,1.2214027581601699,0.0,0.0,2795180.7228915663,0,16.489659276356317,14499999.99999999
2.75,10.0,20.0,0,1,0,0,0,1,3.6363636363636362,27.5,0.275,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,3200000.0,0,17.281246492014,31999999.999999955
2.75,18.0,15.0,0,1,0,0,0,1,6.545454545454546,49.5,0.1527777777777778,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,3416666.6666666665,0,17.93454774903691,61500000.00000002
2.5,2.75,13.0,0,1,0,1,0,0,1.1,6.875,0.9090909090909091,25775471.698113207,1.2840254166877414,2.5,25775471.698113207,8000000.0,1,16.906553056777135,22000000.000000007
2.75,3.0,16.391479999999998,0,1,0,0,0,1,1.0909090909090908,8.25,0.9166666666666666,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,10000000.0,0,17.216707972959764,30000000.00000005
2.5,3.5,13.0,0,0,1,0,1,0,1.4,8.75,0.7142857142857143,25775471.698113207,1.2840254166877414,0.0,0.0,5571428.571428572,0,16.785925074816024,19499999.99999998
3.0,7.0,15.0,0,1,0,1,0,0,2.3333333333333335,21.0,0.42857142857142855,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5571428.571428572,1,17.479072229734946,39000000.00000001
2.5,3.0,14.0,0,1,0,0,1,0,1.2,7.5,0.8333333333333334,25775471.698113207,1.2840254166877414,2.5,25775471.698113207,6166666.666666667,0,16.733281344102608,18500000.000000034
2.75,6.25,13.0,0,1,0,1,0,0,2.272727272727273,17.1875,0.44,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,4192000.0,1,17.081270006899263,26199999.999999996
2.75,9.0,15.0,0,1,0,1,0,0,3.272727272727273,24.75,0.3055555555555556,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5500000.0,1,17.71748324774094,49500000.000000075
4.0,5.0,13.0,0,1,0,0,1,0,1.25,20.0,0.8,37466000.0,1.4918246976412703,4.0,37466000.0,4800000.0,0,16.993564429978885,24000000.0
3.0,5.625,13.0,0,0,1,1,0,0,1.875,16.875,0.5333333333333333,34629726.06117021,1.3498588075760032,0.0,0.0,6844444.444444444,0,17.46616882523204,38500000.00000002
3.0,7.5,15.0,1,0,0,1,0,0,2.5,22.5,0.4,34629726.06117021,1.3498588075760032,0.0,0.0,4000000.0,0,17.216707972959764,30000000.00000005
2.75,4.0,15.0,0,1,0,0,1,0,1.4545454545454546,11.0,0.6875,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,7000000.0,0,17.147715103853763,27999999.99999999
3.0,3.0,13.0,0,0,1,0,0,1,1.0,9.0,1.0,34629726.06117021,1.3498588075760032,0.0,0.0,5333333.333333333,0,16.588099342704055,16000000.000000026
2.75,3.0,10.0,0,1,0,0,1,0,1.0909090909090908,8.25,0.9166666666666666,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5666666.666666667,0,16.648723960844016,16999999.999999974
3.0,4.0,13.0,0,1,0,0,0,1,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5625000.0,0,16.929025911619092,22500000.00000001
3.0,3.2,14.428571428571429,0,1,0,0,0,1,1.0666666666666667,9.600000000000001,0.9375,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5468750.0,0,16.677711496036597,17499999.999999985
3.0,12.0,15.0,0,1,0,1,0,0,4.0,36.0,0.25,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,3541666.6666666665,1,17.565014657424058,42500000.00000005
1.0,2.75,13.0,0,0,1,0,0,1,2.75,2.75,0.36363636363636365,14203703.703703703,1.1051709180756477,0.0,0.0,4000000.0,0,16.213405921671733,11000000.000000013
2.5,3.5,20.0,0,0,1,0,1,0,1.4,8.75,0.7142857142857143,25775471.698113207,1.2840254166877414,0.0,0.0,6285714.285714285,0,16.906553056777135,22000000.000000007
2.0,9.0,20.0,0,1,0,1,0,0,4.5,18.0,0.2222222222222222,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,6111111.111111111,1,17.822843761378564,55000000.000000075
3.5,7.0,15.0,1,0,0,0,1,0,2.0,24.5,0.5,36714285.71428572,1.4190675485932573,0.0,0.0,3071428.5714285714,0,16.88356353960952,21500000.00000001
3.0,5.0,15.0,0,1,0,0,1,0,1.6666666666666667,15.0,0.6,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6400000.0,0,17.281246492014,31999999.999999955
3.0,3.0,13.0,0,1,0,1,0,0,1.0,9.0,1.0,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7000000.0,1,16.860033043306743,20999999.99999998
3.0,4.8125,13.0,0,0,1,1,0,0,1.6041666666666667,14.4375,0.6233766233766234,34629726.06117021,1.3498588075760032,0.0,0.0,5922077.922077922,0,17.1654146803266,28500000.000000034
3.0,3.5,12.0,0,1,0,0,0,1,1.1666666666666667,10.5,0.8571428571428571,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7571428.571428572,0,17.0926553286923,26499999.999999996
3.0,4.0,13.0,0,1,0,1,0,0,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7475000.0,1,17.21336907180573,29899999.999999974
2.5,3.5,13.0,0,0,1,0,1,0,1.4,8.75,0.7142857142857143,25775471.698113207,1.2840254166877414,0.0,0.0,6000000.0,0,16.860033043306743,20999999.99999998
3.0,7.5,18.0,1,0,0,0,0,1,2.5,22.5,0.4,34629726.06117021,1.3498588075760032,0.0,0.0,4666666.666666667,0,17.370858648025116,35000000.000000015
3.0,3.1,13.0,0,1,0,1,0,0,1.0333333333333334,9.3,0.9677419354838709,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6419354.838709678,1,16.806230339945976,19900000.00000001
2.75,6.2,32.8084,0,1,0,0,1,0,2.2545454545454544,17.05,0.4435483870967742,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,8870967.741935484,0,17.822843761378564,55000000.000000075
