Floors,Area,Road_Width,City_Bhaktapur,City_Kathmandu,City_Lalitpur,Road_Type_Blacktopped,Road_Type_Gravelled,Road_Type_Soil Stabilized,area_per_floor,total_built_area,floor_area_ratio,floor_price_premium,floor_price_premium_scaled,floor_city_interaction,floor_city_premium,price_per_area,city_road_interaction,Price_Log,Price_Original
3.0,4.0,18.0,0,1,0,1,0,0,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,8375000.0,1,17.32705602664604,33500000.0
3.0,14.0,20.0,0,1,0,1,0,0,4.666666666666667,42.0,0.21428571428571427,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,4714285.714285715,1,18.005165315142214,65999999.999999985
3.0,3.2,13.0,0,1,0,0,0,1,1.0666666666666667,9.600000000000001,0.9375,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6093750.0,0,16.785925074816024,19499999.99999998
1.0,3.0,13.0,0,1,0,0,1,0,3.0,3.0,0.3333333333333333,14203703.703703703,1.1051709180756477,1.0,14203703.703703703,4166666.6666666665,0,16.341239282272525,12499999.999999985
2.0,3.1,15.0,0,1,0,0,1,0,1.55,6.2,0.6451612903225806,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,7419354.838709678,0,16.951004817371683,22999999.999999974
3.0,5.0,20.0,0,1,0,1,0,0,1.6666666666666667,15.0,0.6,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6700000.0,1,17.32705602664604,33500000.0
3.0,4.0,13.0,0,1,0,0,1,0,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7250000.0,0,17.182806422433504,28999999.999999948
3.0,19.0,20.0,0,1,0,0,1,0,6.333333333333333,57.0,0.15789473684210525,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,2894736.8421052634,0,17.822843761378564,55000000.000000075
3.0,3.0,13.0,0,1,0,0,0,1,1.0,9.0,1.0,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6000000.0,0,16.705882371415992,17999999.999999985
3.0,7.1,14.0,1,0,0,0,0,1,2.3666666666666667,21.299999999999997,0.4225352112676057,34629726.06117021,1.3498588075760032,0.0,0.0,4929577.464788733,0,17.370858648025116,35000000.000000015
2.75,4.5,20.0,0,1,0,1,0,0,1.6363636363636365,12.375,0.6111111111111112,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,7222222.222222222,1,17.296750678069195,32499999.999999955
3.0,5.4375,12.0,0,1,0,0,1,0,1.8125,16.3125,0.5517241379310345,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6804597.7011494255,0,17.426428497635523,36999999.99999993
2.75,6.75,20.0,0,1,0,0,1,0,2.4545454545454546,18.5625,0.4074074074074074,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5333333.333333333,0,17.399029524198163,36000000.000000045
2.5,3.5,20.0,0,0,1,0,1,0,1.4,8.75,0.7142857142857143,25775471.698113207,1.2840254166877414,0.0,0.0,6285714.285714285,0,16.906553056777135,22000000.000000007
3.0,4.0,12.0,0,1,0,1,0,0,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5750000.0,1,16.951004817371683,22999999.999999974
1.5,3.8125,13.0,0,0,1,0,1,0,2.5416666666666665,5.71875,0.39344262295081966,12657142.857142856,1.161834242728283,0.0,0.0,3278688.524590164,0,16.341239282272525,12499999.999999985
2.75,8.0,15.0,0,1,0,0,1,0,2.909090909090909,22.0,0.34375,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,6875000.0,0,17.822843761378564,55000000.000000075
2.75,3.75,10.0,0,1,0,1,0,0,1.3636363636363635,10.3125,0.7333333333333333,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,7733333.333333333,1,17.182806422433504,28999999.999999948
3.0,4.0,15.0,0,1,0,1,0,0,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7450000.0,1,17.21001898503268,29800000.0
2.75,4.0,15.0,0,1,0,0,0,1,1.4545454545454546,11.0,0.6875,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5000000.0,0,16.811242881518265,20000000.000000015
3.0,3.5,13.0,0,0,1,0,1,0,1.1666666666666667,10.5,0.8571428571428571,34629726.06117021,1.3498588075760032,0.0,0.0,5571428.571428572,0,16.785925074816024,19499999.99999998
3.0,6.5,12.0,0,0,1,0,1,0,2.1666666666666665,19.5,0.46153846153846156,34629726.06117021,1.3498588075760032,0.0,0.0,5384615.384615385,0,17.370858648025116,35000000.000000015
3.0,17.0,15.0,0,1,0,1,0,0,5.666666666666667,51.0,0.17647058823529413,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,4235294.117647059,1,18.09217669086922,72000000.00000012
3.0,4.0,13.0,0,1,0,1,0,0,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6875000.0,1,17.129696599000436,27500000.000000015
2.0,3.5,13.0,0,1,0,0,1,0,1.75,7.0,0.5714285714285714,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,6000000.0,0,16.860033043306743,20999999.99999998
2.0,12.0,16.0,0,1,0,1,0,0,6.0,24.0,0.16666666666666666,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,5416666.666666667,1,17.989897843244528,65000000.00000007
3.0,4.5,10.0,0,0,1,0,0,1,1.5,13.5,0.6666666666666666,34629726.06117021,1.3498588075760032,0.0,0.0,4777777.777777778,0,16.88356353960952,21500000.00000001
2.0,7.0,15.0,0,1,0,0,1,0,3.5,14.0,0.2857142857142857,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,5000000.0,0,17.370858648025116,35000000.000000015
3.0,7.75,13.0,0,1,0,1,0,0,2.5833333333333335,23.25,0.3870967741935484,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5612903.225806451,1,17.588271519047417,43499999.99999997
2.0,14.0,16.0,0,1,0,1,0,0,7.0,28.0,0.14285714285714285,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,4285714.285714285,1,17.909855136853043,60000000.0000001
2.75,5.4375,30.0,0,1,0,1,0,0,1.9772727272727273,14.953125,0.5057471264367817,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,4045977.011494253,1,16.906553056777135,22000000.000000007
4.0,4.75,12.0,0,1,0,0,0,1,1.1875,19.0,0.8421052631578947,37466000.0,1.4918246976412703,4.0,37466000.0,5263157.894736842,0,17.034386422832473,24999999.999999963
1.5,4.0,20.0,0,1,0,0,1,0,2.6666666666666665,6.0,0.375,12657142.857142856,1.161834242728283,1.5,12657142.857142856,3875000.0,0,16.5563506464056,15499999.999999987
4.0,11.0,13.6,0,0,1,1,0,0,2.75,44.0,0.36363636363636365,37466000.0,1.4918246976412703,0.0,0.0,3818181.8181818184,0,17.553180200057167,42000000.00000003
3.0,5.0,13.0,0,1,0,0,1,0,1.6666666666666667,15.0,0.6,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5600000.0,0,17.147715103853763,27999999.99999999
3.0,3.25,14.0,0,1,0,1,0,0,1.0833333333333333,9.75,0.9230769230769231,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6923076.923076923,1,16.929025911619092,22500000.00000001
1.0,11.0,15.011155,0,0,1,0,0,1,11.0,11.0,0.09090909090909091,14203703.703703703,1.1051709180756477,0.0,0.0,3545454.5454545454,0,17.479072229734946,39000000.00000001
3.0,3.1,15.0,0,1,0,0,0,1,1.0333333333333334,9.3,0.9677419354838709,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5645161.29032258,0,16.677711496036597,17499999.999999985
3.0,3.1875,18.0,0,0,1,0,0,1,1.0625,9.5625,0.9411764705882353,34629726.06117021,1.3498588075760032,0.0,0.0,5647058.823529412,0,16.705882371415992,17999999.999999985
2.75,4.25,13.0,0,1,0,0,1,0,1.5454545454545454,11.6875,0.6470588235294118,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5176470.588235294,0,16.906553056777135,22000000.000000007
3.0,80.0,20.0,0,1,0,1,0,0,26.666666666666668,240.0,0.0375,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,625000.0,1,17.72753358339242,50000000.00000009
3.0,4.0,26.0,0,1,0,0,1,0,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6875000.0,0,17.129696599000436,27500000.000000015
2.0,3.1,18.0,0,1,0,0,0,1,1.55,6.2,0.6451612903225806,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,6774193.548387096,0,16.860033043306743,20999999.99999998
4.0,7.0,20.0,0,1,0,0,0,1,1.75,28.0,0.5714285714285714,37466000.0,1.4918246976412703,4.0,37466000.0,7857142.857142857,0,17.822843761378564,55000000.000000075
4.0,6.3,12.0,0,1,0,0,0,1,1.575,25.2,0.6349206349206349,37466000.0,1.4918246976412703,4.0,37466000.0,5476190.476190477,0,17.356469910987094,34499999.99999998
1.0,3.9375,13.0,0,0,1,0,1,0,3.9375,3.9375,0.25396825396825395,14203703.703703703,1.1051709180756477,0.0,0.0,3301587.301587302,0,16.380459992348886,13000000.000000013
2.75,8.0,14.0,0,1,0,1,0,0,2.909090909090909,22.0,0.34375,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,4750000.0,1,17.453096744006448,37999999.99999996
3.0,4.0,13.0,0,1,0,1,0,0,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6625000.0,1,17.0926553286923,26499999.999999996
3.0,6.5,15.0,0,1,0,1,0,0,2.1666666666666665,19.5,0.46153846153846156,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,10000000.0,1,17.989897843244528,65000000.00000007
3.0,3.0,19.68504,0,1,0,1,0,0,1.0,9.0,1.0,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,10333333.333333334,1,17.249497794707484,30999999.999999978
2.0,4.5,20.0,1,0,0,1,0,0,2.25,9.0,0.4444444444444444,37939361.70212766,1.2214027581601699,0.0,0.0,6444444.444444444,0,17.182806422433504,28999999.999999948
3.0,6.0,15.0,0,1,0,1,0,0,2.0,18.0,0.5,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7500000.0,1,17.622173069956816,44999999.999999985
2.75,3.0,13.0,0,1,0,0,0,1,1.0909090909090908,8.25,0.9166666666666666,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5666666.666666667,0,16.648723960844016,16999999.999999974
3.0,3.5,13.0,0,0,1,1,0,0,1.1666666666666667,10.5,0.8571428571428571,34629726.06117021,1.3498588075760032,0.0,0.0,4714285.714285715,0,16.61887099947687,16500000.000000013
2.0,12.0,14.0,0,1,0,1,0,0,6.0,24.0,0.16666666666666666,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,5833333.333333333,1,18.064005814299346,69999999.99999991
1.35,3.5,10.0,0,0,1,0,1,0,2.5925925925925926,4.7250000000000005,0.38571428571428573,13000000.0,1.1445367843513146,0.0,0.0,3714285.714285714,0,16.380459992348886,13000000.000000013
3.0,4.0,13.0,0,1,0,1,0,0,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6000000.0,1,16.993564429978885,24000000.0
2.0,4.0,21.0,0,0,1,1,0,0,2.0,8.0,0.5,37939361.70212766,1.2214027581601699,0.0,0.0,11625000.0,0,17.65496289206296,46500000.00000003
4.0,6.0,20.0,0,1,0,1,0,0,1.5,24.0,0.6666666666666666,37466000.0,1.4918246976412703,4.0,37466000.0,7000000.0,1,17.553180200057167,42000000.00000003
2.0,3.2,15.40574557213761,0,0,1,0,0,1,1.6,6.4,0.625,37939361.70212766,1.2214027581601699,0.0,0.0,4718750.0,0,16.530205368010318,15100000.000000026
3.0,3.5625,20.0,0,1,0,0,0,1,1.1875,10.6875,0.8421052631578947,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,12210526.315789474,0,17.588271519047417,43499999.99999997
2.0,5.0,15.0,0,1,0,1,0,0,2.5,10.0,0.4,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,7000000.0,1,17.370858648025116,35000000.000000015
2.0,6.0,20.0,0,1,0,0,0,1,3.0,12.0,0.3333333333333333,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,3000000.0,0,16.705882371415992,17999999.999999985
2.5,4.0,20.0,0,1,0,1,0,0,1.6,10.0,0.625,25775471.698113207,1.2840254166877414,2.5,25775471.698113207,10500000.0,1,17.553180200057167,42000000.00000003
2.75,10.0,10.5,0,1,0,0,0,1,3.6363636363636362,27.5,0.275,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,6200000.0,0,17.9426449591384,62000000.000000045
2.0,19.5,20.0,0,1,0,1,0,0,9.75,39.0,0.10256410256410256,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,5128205.128205128,1,18.420680753952364,99999999.99999991
2.75,4.75,16.0,0,0,1,0,1,0,1.7272727272727273,13.0625,0.5789473684210527,34935185.18518519,1.3165306748676215,0.0,0.0,7894736.842105263,0,17.439851517607305,37500000.0
2.75,21.0,16.0,0,1,0,1,0,0,7.636363636363637,57.75,0.13095238095238096,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,3809523.8095238097,1,18.197537205138154,79999999.99999988
3.0,5.0,14.0,0,1,0,1,0,0,1.6666666666666667,15.0,0.6,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7500000.0,1,17.439851517607305,37500000.0
2.75,3.5,12.0,0,1,0,0,0,1,1.2727272727272727,9.625,0.7857142857142857,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5285714.285714285,0,16.733281344102608,18500000.000000034
3.0,4.0,26.0,0,1,0,1,0,0,1.3333333333333333,12.0,0.75,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6500000.0,1,17.073607134447293,25999999.999999985
3.0,4.5,8.0,0,1,0,0,1,0,1.5,13.5,0.6666666666666666,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7333333.333333333,0,17.312018149733785,33000000.000000015
2.75,3.0,12.0,0,1,0,0,1,0,1.0909090909090908,8.25,0.9166666666666666,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,7500000.0,0,16.929025911619092,22500000.00000001
5.0,3.0,36.08924,0,1,0,0,0,1,0.6,15.0,1.6666666666666667,40222222.222222224,1.6487212707001282,5.0,40222222.222222224,13000000.0,0,17.479072229734946,39000000.00000001
2.75,4.5,16.0,0,0,1,0,0,1,1.6363636363636365,12.375,0.6111111111111112,34935185.18518519,1.3165306748676215,0.0,0.0,4666666.666666667,0,16.860033043306743,20999999.99999998
3.0,3.5,20.0,0,1,0,0,1,0,1.1666666666666667,10.5,0.8571428571428571,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6142857.142857143,0,16.88356353960952,21500000.00000001
3.0,3.0,12.0,0,1,0,1,0,0,1.0,9.0,1.0,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5666666.666666667,1,16.648723960844016,16999999.999999974
1.0,5.0,12.0,0,1,0,0,1,0,5.0,5.0,0.2,14203703.703703703,1.1051709180756477,1.0,14203703.703703703,3000000.0,0,16.52356082573315,15000000.00000001
2.0,11.0,18.0,0,1,0,1,0,0,5.5,22.0,0.18181818181818182,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,6818181.818181818,1,18.132998684833918,75000000.00000003
3.0,6.5,16.0,0,1,0,1,0,0,2.1666666666666665,19.5,0.46153846153846156,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,9000000.0,1,17.8845373292961,58499999.99999997
3.0,3.0,16.0,0,1,0,0,1,0,1.0,9.0,1.0,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5666666.666666667,0,16.648723960844016,16999999.999999974
3.0,5.0,15.0,0,1,0,1,0,0,1.6666666666666667,15.0,0.6,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6100000.0,1,17.233237274364523,30499999.999999948
1.0,3.2,12.0,0,1,0,0,0,1,3.2,3.2,0.3125,14203703.703703703,1.1051709180756477,1.0,14203703.703703703,3750000.0,0,16.300417291085605,12000000.000000007
2.75,5.0,15.0,0,1,0,0,0,1,1.8181818181818181,13.75,0.55,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5000000.0,0,17.034386422832473,24999999.999999963
3.0,4.3,12.0,0,1,0,1,0,0,1.4333333333333333,12.899999999999999,0.6976744186046512,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6046511.627906977,1,17.073607134447293,25999999.999999985
3.0,7.0,15.0,0,1,0,1,0,0,2.3333333333333335,21.0,0.42857142857142855,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6428571.428571428,1,17.622173069956816,44999999.999999985
3.0,15.0,13.0,0,1,0,0,1,0,5.0,45.0,0.2,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,3500000.0,0,17.77632374660947,52499999.999999985
2.75,22.0,16.0,0,1,0,1,0,0,8.0,60.5,0.125,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,3181818.1818181816,1,18.064005814299346,69999999.99999991
3.0,4.1,16.0,0,1,0,1,0,0,1.3666666666666665,12.299999999999999,0.7317073170731708,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7268292.68292683,1,17.21001898503268,29800000.0
3.0,8.0,20.0,0,1,0,1,0,0,2.6666666666666665,24.0,0.375,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7187500.0,1,17.867295523158884,57500000.00000004
2.75,3.3,12.0,0,1,0,0,0,1,1.2,9.075,0.8333333333333334,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,7424242.424242425,0,17.01418371633128,24500000.000000007
2.0,14.0,15.0,0,1,0,1,0,0,7.0,28.0,0.14285714285714285,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,4821428.571428572,1,18.02763817065757,67499999.99999988
2.75,8.0,13.0,0,1,0,1,0,0,2.909090909090909,22.0,0.34375,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5750000.0,1,17.6441519761925,46000000.00000004
3.0,4.5,14.0,0,1,0,1,0,0,1.5,13.5,0.6666666666666666,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6888888.888888889,1,17.249497794707484,30999999.999999978
1.5,2.875,13.0,0,0,1,0,1,0,1.9166666666666667,4.3125,0.5217391304347826,12657142.857142856,1.161834242728283,0.0,0.0,4000000.0,0,16.257857680289998,11500000.000000019
2.75,9.934258582907232,17.363025,0,1,0,0,0,1,3.6124576665117205,27.31921110299489,0.27681985294117645,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5536397.05882353,0,17.822843761378564,55000000.000000075
2.75,8.0,20.0,0,1,0,1,0,0,2.909090909090909,22.0,0.34375,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5937500.0,1,17.6762402900575,47499999.99999994
3.0,6.0,16.0,0,1,0,1,0,0,2.0,18.0,0.5,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6166666.666666667,1,17.426428497635523,36999999.99999993
2.75,4.090577063550037,20.0,0,0,1,0,0,1,1.4874825685636497,11.2490869247626,0.6722767857142856,34935185.18518519,1.3165306748676215,0.0,0.0,8556250.0,0,17.370858648025116,35000000.000000015
3.0,4.5,13.0,0,1,0,1,0,0,1.5,13.5,0.6666666666666666,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5666666.666666667,1,17.05418904934434,25500000.000000026
5.0,3.1,14.0,0,1,0,0,1,0,0.62,15.5,1.6129032258064515,40222222.222222224,1.6487212707001282,5.0,40222222.222222224,5161290.322580645,0,16.588099342704055,16000000.000000026
2.5,2.5,13.0,0,0,1,0,1,0,1.0,6.25,1.0,25775471.698113207,1.2840254166877414,0.0,0.0,6000000.0,0,16.52356082573315,15000000.00000001
2.5,4.0,10.0,0,1,0,1,0,0,1.6,10.0,0.625,25775471.698113207,1.2840254166877414,2.5,25775471.698113207,4250000.0,1,16.648723960844016,16999999.999999974
2.75,6.0,12.0,0,1,0,1,0,0,2.1818181818181817,16.5,0.4583333333333333,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5333333.333333333,1,17.281246492014,31999999.999999955
4.0,5.5,13.0,0,1,0,1,0,0,1.375,22.0,0.7272727272727273,37466000.0,1.4918246976412703,4.0,37466000.0,10909090.909090908,1,17.909855136853043,60000000.0000001
4.0,3.6785975164353535,11.875,0,0,1,0,0,1,0.9196493791088384,14.714390065741414,1.0873709293089757,37466000.0,1.4918246976412703,0.0,0.0,4893169.18189039,0,16.705882371415992,17999999.999999985
3.0,5.0,16.0,0,1,0,1,0,0,1.6666666666666667,15.0,0.6,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,8900000.0,1,17.61099976960838,44500000.000000075
5.0,5.3125,29.0,0,1,0,0,0,1,1.0625,26.5625,0.9411764705882353,40222222.222222224,1.6487212707001282,5.0,40222222.222222224,8000000.0,0,17.565014657424058,42500000.00000005
3.0,8.0,20.0,0,1,0,0,1,0,2.6666666666666665,24.0,0.375,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5625000.0,0,17.622173069956816,44999999.999999985
2.5,3.75,13.0,0,1,0,1,0,0,1.5,9.375,0.6666666666666666,25775471.698113207,1.2840254166877414,2.5,25775471.698113207,5466666.666666667,1,16.835935492889124,20500000.000000022
3.0,6.0,13.0,0,1,0,1,0,0,2.0,18.0,0.5,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7500000.0,1,17.622173069956816,44999999.999999985
3.0,10.0,20.0,0,0,1,0,0,1,3.3333333333333335,30.0,0.3,34629726.06117021,1.3498588075760032,0.0,0.0,6000000.0,0,17.909855136853043,60000000.0000001
3.0,3.75,13.0,0,1,0,1,0,0,1.25,11.25,0.8,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,10000000.0,1,17.439851517607305,37500000.0
13.0,5.259313367421475,20.0,0,0,1,1,0,0,0.40456256672472884,68.37107377647918,2.4718055555555556,45000000.0,3.6692966676192444,0.0,0.0,8556250.0,0,17.622173069956816,44999999.999999985
2.0,16.0,20.0,0,1,0,1,0,0,8.0,32.0,0.125,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,5625000.0,1,18.31532023940565,90000000.00000004
2.75,11.0,20.0,0,1,0,0,0,1,4.0,30.25,0.25,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,3181818.1818181816,0,17.370858648025116,35000000.000000015
3.0,7.5,15.0,0,1,0,1,0,0,2.5,22.5,0.4,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,7066666.666666667,1,17.78580249038432,52999999.99999999
2.75,3.0625,36.08924,0,1,0,0,0,1,1.1136363636363635,8.421875,0.8979591836734694,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,15510204.081632653,0,17.6762402900575,47499999.99999994
2.75,5.0,20.0,0,1,0,1,0,0,1.8181818181818181,13.75,0.55,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,4100000.0,1,16.835935492889124,20500000.000000022
2.5,3.5,13.0,0,0,1,0,1,0,1.4,8.75,0.7142857142857143,25775471.698113207,1.2840254166877414,0.0,0.0,5714285.714285715,0,16.811242881518265,20000000.000000015
3.0,6.5,16.0,0,0,1,0,1,0,2.1666666666666665,19.5,0.46153846153846156,34629726.06117021,1.3498588075760032,0.0,0.0,6846153.846153846,0,17.61099976960838,44500000.000000075
2.5,3.0,10.0,0,1,0,0,1,0,1.2,7.5,0.8333333333333334,25775471.698113207,1.2840254166877414,2.5,25775471.698113207,5500000.0,0,16.61887099947687,16500000.000000013
3.0,19.0,13.0,0,1,0,1,0,0,6.333333333333333,57.0,0.15789473684210525,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5263157.894736842,1,18.420680753952364,99999999.99999991
3.0,5.1875,13.0,0,1,0,0,0,1,1.7291666666666667,15.5625,0.5783132530120482,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5301204.819277109,0,17.129696599000436,27500000.000000015
2.0,4.0,13.0,0,0,1,0,1,0,2.0,8.0,0.5,37939361.70212766,1.2214027581601699,0.0,0.0,4250000.0,0,16.648723960844016,16999999.999999974
3.0,6.5,32.0,0,1,0,1,0,0,2.1666666666666665,19.5,0.46153846153846156,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5384615.384615385,1,17.370858648025116,35000000.000000015
3.0,6.0,13.0,0,1,0,1,0,0,2.0,18.0,0.5,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6000000.0,1,17.399029524198163,36000000.000000045
3.0,3.1,13.0,0,0,1,1,0,0,1.0333333333333334,9.3,0.9677419354838709,34629726.06117021,1.3498588075760032,0.0,0.0,5806451.612903225,0,16.705882371415992,17999999.999999985
1.0,3.0,10.0,0,1,0,0,0,1,3.0,3.0,0.3333333333333333,14203703.703703703,1.1051709180756477,1.0,14203703.703703703,3533333.3333333335,0,16.176364653421913,10599999.999999996
2.0,12.0,22.0,0,1,0,1,0,0,6.0,24.0,0.16666666666666666,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,4583333.333333333,1,17.822843761378564,55000000.000000075
3.0,3.5,13.0,0,1,0,0,0,1,1.1666666666666667,10.5,0.8571428571428571,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5714285.714285715,0,16.811242881518265,20000000.000000015
3.0,10.1,20.0,0,1,0,0,0,1,3.3666666666666667,30.299999999999997,0.297029702970297,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,9900990.099009901,0,18.420680753952364,99999999.99999991
3.0,3.5,13.0,0,1,0,0,0,1,1.1666666666666667,10.5,0.8571428571428571,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6000000.0,0,16.860033043306743,20999999.99999998
2.75,7.125,20.0,0,1,0,1,0,0,2.590909090909091,19.59375,0.38596491228070173,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,6315789.47368421,1,17.622173069956816,44999999.999999985
4.0,5.1,13.727272727272728,0,1,0,0,0,1,1.275,20.4,0.7843137254901962,37466000.0,1.4918246976412703,4.0,37466000.0,11764705.882352943,0,17.909855136853043,60000000.0000001
3.0,7.0,14.0,0,1,0,1,0,0,2.3333333333333335,21.0,0.42857142857142855,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5571428.571428572,1,17.479072229734946,39000000.00000001
3.0,6.1,14.0,0,1,0,0,0,1,2.033333333333333,18.299999999999997,0.49180327868852464,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,6229508.196721312,0,17.453096744006448,37999999.99999996
2.75,3.0,12.0,0,1,0,1,0,0,1.0909090909090908,8.25,0.9166666666666666,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,5333333.333333333,1,16.588099342704055,16000000.000000026
3.0,3.5,13.0,0,0,1,0,0,1,1.1666666666666667,10.5,0.8571428571428571,34629726.06117021,1.3498588075760032,0.0,0.0,5628571.428571428,0,16.796129244469636,19699999.999999985
2.0,8.25,13.0,0,1,0,1,0,0,4.125,16.5,0.24242424242424243,37939361.70212766,1.2214027581601699,2.0,37939361.70212766,4969696.96969697,1,17.529082649058825,40999999.999999985
2.75,9.9375,13.0,0,1,0,0,1,0,3.6136363636363638,27.328125,0.27672955974842767,34935185.18518519,1.3165306748676215,2.75,34935185.18518519,8050314.465408805,0,18.197537205138154,79999999.99999988
3.0,13.0,15.0,0,1,0,1,0,0,4.333333333333333,39.0,0.23076923076923078,34629726.06117021,1.3498588075760032,3.0,34629726.06117021,5538461.538461538,1,18.09217669086922,72000000.00000012
3.0,6.0,13.0,1,0,0,1,0,0,2.0,18.0,0.5,34629726.06117021,1.3498588075760032,0.0,0.0,4500000.0,0,17.11134746100564,26999999.999999993
2.75,8.0,14.0,0,0,1,0,1,0,2.909090909090909,22.0,0.34375,34935185.18518519,1.3165306748676215,0.0,0.0,3125000.0,0,17.034386422832473,24999999.999999963
