Floors,Area,Road_Width,City_Bhaktapur,City_Kathmandu,City_Lalitpur,Road_Type_Blacktopped,Road_Type_Gravelled,Road_Type_Soil Stabilized,Price_Log,Price_Original
2.0,3.0,14.0,0,1,0,1,0,0,16.860033043306743,20999999.99999998
4.0,4.0,20.0,0,1,0,1,0,0,17.296750678069195,32499999.999999955
3.0,4.0,13.733333333333333,0,0,1,0,0,1,16.993564429978885,24000000.0
2.0,3.0,15.0,0,1,0,1,0,0,16.759949589762293,19000000.000000015
3.0,3.1,14.0,0,1,0,0,1,0,16.929025911619092,22500000.00000001
2.75,5.5,15.0,0,1,0,1,0,0,17.21001898503268,29800000.0
3.0,6.0,18.0,0,0,1,1,0,0,17.19990085520835,29499999.999999966
3.0,4.0,16.0,0,1,0,1,0,0,17.1654146803266,28500000.000000034
3.0,4.5,20.0,0,1,0,1,0,0,17.1654146803266,28500000.000000034
3.0,8.0,15.0,0,1,0,1,0,0,17.840862266556567,56000000.00000003
3.0,6.0,20.0,0,1,0,1,0,0,17.622173069956816,44999999.999999985
3.0,3.5,12.0,0,1,0,1,0,0,16.897420573630875,21799999.99999997
3.0,17.0,14.0,0,1,0,0,1,0,17.9426449591384,62000000.000000045
3.5,4.5,13.0,0,1,0,1,0,0,17.05418904934434,25500000.000000026
2.0,4.0,16.0,0,0,1,0,1,0,17.0926553286923,26499999.999999996
2.5,4.0,20.0,0,0,1,0,1,0,16.88356353960952,21500000.00000001
3.0,5.551497443389335,15.0,0,0,1,0,1,0,16.759949589762293,19000000.000000015
3.0,4.0,20.0,0,1,0,1,0,0,17.296750678069195,32499999.999999955
2.5,3.5,13.0,0,0,1,0,1,0,16.733281344102608,18500000.000000034
2.75,3.5,20.0,1,0,0,1,0,0,16.906553056777135,22000000.000000007
3.0,3.0,13.0,0,1,0,1,0,0,16.97251102166758,23500000.00000002
3.0,3.5,13.0,0,1,0,1,0,0,17.05418904934434,25500000.000000026
2.75,7.0,16.0,0,1,0,1,0,0,17.622173069956816,44999999.999999985
2.75,10.875,12.0,0,1,0,1,0,0,18.197537205138154,79999999.99999988
3.0,4.0,13.0,0,1,0,1,0,0,17.05418904934434,25500000.000000026
2.0,4.0,13.0,0,1,0,1,0,0,16.811242881518265,20000000.000000015
2.75,4.25,13.0,0,1,0,1,0,0,16.785925074816024,19499999.99999998
3.0,12.0,13.0,0,1,0,0,0,1,17.909855136853043,60000000.0000001
2.0,7.0,14.0,0,1,0,1,0,0,17.822843761378564,55000000.000000075
3.0,3.75,12.0,0,1,0,1,0,0,16.648723960844016,16999999.999999974
2.0,5.6875,20.0,0,1,0,1,0,0,17.370858648025116,35000000.000000015
4.0,7.0,15.0,0,1,0,0,0,1,17.453096744006448,37999999.99999996
3.0,4.0,30.0,0,1,0,0,1,0,17.01418371633128,24500000.000000007
2.0,9.5,15.0,0,1,0,1,0,0,17.909855136853043,60000000.0000001
1.5,2.5,16.0,0,0,1,0,1,0,16.213405921671733,11000000.000000013
2.0,3.125,11.875,0,0,1,0,0,1,16.705882371415992,17999999.999999985
2.75,4.0,13.0,0,1,0,0,1,0,17.129696599000436,27500000.000000015
3.0,4.0,16.0,0,1,0,0,0,1,16.677711496036597,17499999.999999985
3.0,8.0,15.0,0,1,0,1,0,0,17.747336210296442,50999999.99999997
2.0,3.625,13.0,0,1,0,0,0,1,16.468752592994022,14200000.000000004
2.75,4.0,14.0,0,1,0,0,0,1,17.01418371633128,24500000.000000007
4.0,3.4375,14.0,0,1,0,0,1,0,16.88356353960952,21500000.00000001
2.75,3.25,15.0,0,1,0,1,0,0,16.97251102166758,23500000.00000002
2.0,9.25,20.0,0,1,0,1,0,0,17.72753358339242,50000000.00000009
2.75,5.0,15.0,0,1,0,0,0,1,16.811242881518265,20000000.000000015
3.0,5.0,13.77777777777778,0,1,0,0,0,1,17.439851517607305,37500000.0
3.0,6.0,13.0,0,1,0,0,0,1,17.21001898503268,29800000.0
3.0,4.0,14.0,0,1,0,1,0,0,16.993564429978885,24000000.0
2.0,3.5,13.12336,0,1,0,0,0,1,17.01418371633128,24500000.000000007
3.0,12.0,22.0,0,1,0,1,0,0,18.049617077054286,68999999.99999994
3.0,3.5,10.0,1,0,0,0,1,0,16.835935492889124,20500000.000000022
2.75,4.0,13.0,0,0,1,1,0,0,17.073607134447293,25999999.999999985
2.0,7.0,20.0,1,0,0,1,0,0,17.296750678069195,32499999.999999955
3.0,3.0,10.0,0,1,0,0,0,1,16.61887099947687,16500000.000000013
2.75,9.934258582907232,20.0,0,1,0,0,0,1,17.822843761378564,55000000.000000075
2.75,5.25,12.0,0,0,1,1,0,0,17.073607134447293,25999999.999999985
3.0,6.5,15.0,0,1,0,0,0,1,17.479072229734946,39000000.00000001
3.0,8.0,15.0,0,1,0,1,0,0,17.622173069956816,44999999.999999985
3.0,5.3,14.0,0,1,0,1,0,0,17.707330876483063,48999999.999999955
4.0,7.0,15.0,0,1,0,1,0,0,17.50439003707821,39999999.999999985
3.0,15.0,12.0,0,1,0,1,0,0,18.064005814299346,69999999.99999991
2.75,7.0,15.0,0,1,0,0,1,0,17.370858648025116,35000000.000000015
3.0,4.0,30.0,0,1,0,1,0,0,17.296750678069195,32499999.999999955
3.0,4.0,14.0,0,1,0,1,0,0,17.32705602664604,33500000.0
3.0,4.5,14.0,0,1,0,0,1,0,17.11134746100564,26999999.999999993
3.0,6.1,14.0,0,1,0,0,0,1,17.453096744006448,37999999.99999996
2.75,3.25,11.857142857142858,0,1,0,0,0,1,17.281246492014,31999999.999999955
3.0,4.0,13.0,0,1,0,1,0,0,17.0926553286923,26499999.999999996
3.0,8.25,14.0,0,1,0,0,0,1,17.541204009297314,41500000.00000007
3.0,3.75,20.0,0,1,0,0,0,1,16.811242881518265,20000000.000000015
2.75,8.5,12.0,0,1,0,0,0,1,17.390661274761072,35700000.00000002
2.0,4.0,15.0,0,1,0,1,0,0,17.129696599000436,27500000.000000015
2.75,8.0,16.0,0,1,0,0,1,0,17.6762402900575,47499999.99999994
3.0,4.0,20.0,0,1,0,1,0,0,16.83104550783405,20400000.000000007
2.0,16.0,20.0,0,1,0,1,0,0,18.064005814299346,69999999.99999991
2.0,4.9375,14.0,0,1,0,0,0,1,17.50688691721445,40099999.99999994
3.0,3.5,14.19047619047619,0,1,0,0,0,1,16.929025911619092,22500000.00000001
2.75,4.0,20.0,1,0,0,0,0,1,16.929025911619092,22500000.00000001
3.0,5.125,28.0,1,0,0,1,0,0,17.50439001207821,39999999.00000003
3.0,3.1,13.0,0,1,0,1,0,0,16.648723960844016,16999999.999999974
2.0,8.0,20.0,0,1,0,1,0,0,17.989897843244528,65000000.00000007
4.0,7.0,20.0,0,1,0,0,0,1,17.312018149733785,33000000.000000015
2.75,7.0,12.0,0,1,0,0,0,1,17.622173069956816,44999999.999999985
3.0,4.0,16.0,0,1,0,0,0,1,16.993564429978885,24000000.0
2.0,6.0,18.0,0,1,0,0,1,0,17.370858648025116,35000000.000000015
2.5,3.0,10.0,0,1,0,1,0,0,17.21336907180573,29899999.999999974
2.75,7.0,20.0,0,1,0,0,0,1,17.370858648025116,35000000.000000015
2.0,6.25,20.0,0,1,0,1,0,0,17.41282284594998,36499999.99999996
4.0,4.0,30.0,0,1,0,1,0,0,17.216707972959764,30000000.00000005
3.0,5.0,14.0,0,1,0,0,1,0,16.906553056777135,22000000.000000007
2.0,3.0,16.0,1,0,0,0,0,1,16.341239282272525,12499999.999999985
2.75,7.5,20.0,0,1,0,0,0,1,17.399029524198163,36000000.000000045
3.0,3.0,20.0,0,0,1,0,0,1,16.785925074816024,19499999.99999998
2.75,7.0,13.0,0,1,0,1,0,0,17.6441519761925,46000000.00000004
3.0,4.75,13.0,0,0,1,0,0,1,17.034386422832473,24999999.999999963
3.0,6.0,15.0,0,1,0,1,0,0,17.565014657424058,42500000.00000005
4.0,5.0,10.0,1,0,0,0,0,1,17.05418904934434,25500000.000000026
2.75,5.5,20.0,0,1,0,0,0,1,17.565014657424058,42500000.00000005
3.0,4.5,14.0,0,1,0,1,0,0,17.50188690692275,39900000.00000004
2.75,4.032140248356464,36.08924,0,1,0,0,0,1,17.216707972959764,30000000.00000005
4.0,4.0,26.0,0,1,0,1,0,0,17.529082649058825,40999999.999999985
2.75,7.0,15.0,0,1,0,1,0,0,17.553180200057167,42000000.00000003
2.75,5.0,15.0,0,1,0,1,0,0,17.822843761378564,55000000.000000075
2.75,4.0,13.0,0,1,0,0,0,1,17.085079535170806,26299999.999999996
4.0,8.0,29.52756,0,1,0,0,0,1,18.197537205138154,79999999.99999988
2.75,4.0,20.0,0,1,0,0,0,1,17.265498135541893,31500000.00000002
3.0,3.375,20.0,0,1,0,1,0,0,17.182806422433504,28999999.999999948
2.0,5.0,15.0,0,1,0,1,0,0,17.370858648025116,35000000.000000015
2.5,6.0,11.0,0,1,0,0,1,0,16.906553056777135,22000000.000000007
1.0,5.25,12.0,0,1,0,1,0,0,16.705882371415992,17999999.999999985
3.0,4.0,10.0,0,1,0,1,0,0,17.249497794707484,30999999.999999978
3.0,4.0,12.0,0,1,0,0,0,1,16.951004817371683,22999999.999999974
4.0,3.5,20.0,0,1,0,0,1,0,16.648723960844016,16999999.999999974
2.5,6.0,15.0,0,1,0,0,1,0,17.50439003707821,39999999.999999985
3.0,9.0,13.0,0,1,0,1,0,0,18.064005814299346,69999999.99999991
2.0,12.0,12.0,0,1,0,1,0,0,17.989897843244528,65000000.00000007
3.0,3.25,15.0,0,1,0,0,0,1,16.677711496036597,17499999.999999985
2.0,3.25,15.0,0,1,0,0,1,0,16.694709071442087,17800000.000000004
5.0,4.2,10.0,0,1,0,0,0,1,17.182806422433504,28999999.999999948
3.0,3.1,10.0,0,1,0,1,0,0,16.61887099947687,16500000.000000013
3.0,3.1,13.0,0,1,0,0,1,0,16.705882371415992,17999999.999999985
2.0,2.5,13.0,0,1,0,0,1,0,16.395727463314174,13200000.000000019
3.0,3.0,13.0,0,1,0,0,1,0,16.716932206992077,18199999.999999993
1.5,3.0,13.0,0,0,1,0,1,0,16.213405921671733,11000000.000000013
3.0,5.0,14.0,0,1,0,1,0,0,17.822843761378564,55000000.000000075
3.0,16.0,20.0,0,1,0,1,0,0,18.064005814299346,69999999.99999991
3.0,21.0,15.0,0,1,0,0,1,0,18.20995972498239,80999999.99999987
4.0,8.765522279035793,13.0,0,1,0,0,0,1,17.034386422832473,24999999.999999963
2.0,9.0,16.0,0,1,0,1,0,0,17.453096744006448,37999999.99999996
3.0,3.5,13.0,0,1,0,0,1,0,16.951004817371683,22999999.999999974
2.5,3.5,20.0,0,0,1,1,0,0,16.648723960844016,16999999.999999974
2.0,7.0,10.0,0,1,0,1,0,0,17.72753358339242,50000000.00000009
2.75,6.0,20.0,0,0,1,1,0,0,17.429127554531842,37100000.00000004
3.0,3.5,10.0,0,1,0,0,1,0,16.759949589762293,19000000.000000015
3.0,4.0,13.0,0,1,0,0,1,0,17.133326366919263,27600000.00000004
2.75,2.8125,13.0,0,0,1,0,0,1,16.68340951682656,17600000.000000015
2.5,3.5,20.0,0,0,1,1,0,0,16.929025911619092,22500000.00000001
3.0,3.0,14.0,0,1,0,0,0,1,16.906553056777135,22000000.000000007
4.0,3.0,20.0,0,1,0,0,0,1,16.993564429978885,24000000.0
1.0,3.5,10.0,0,1,0,0,1,0,16.380459992348886,13000000.000000013
2.0,3.0625,14.0,0,1,0,1,0,0,16.61887099947687,16500000.000000013
3.0,6.0,10.0,0,1,0,0,0,1,17.216707972959764,30000000.00000005
2.75,5.5,16.0,0,1,0,0,1,0,17.296750678069195,32499999.999999955
3.0,6.0,13.0,0,1,0,0,0,1,17.341871111992198,33999999.99999994
10.0,3.5,10.0,0,1,0,0,0,1,16.648723960844016,16999999.999999974
3.0,3.0,13.0,0,1,0,0,0,1,16.636889503897294,16799999.999999978
3.0,4.0,16.0,0,1,0,1,0,0,17.370858648025116,35000000.000000015
3.0,3.0625,16.0,0,0,1,0,0,1,16.811242881518265,20000000.000000015
3.0,4.1,15.0,0,1,0,1,0,0,17.073607134447293,25999999.999999985
3.0,5.0,13.0,0,1,0,0,1,0,17.140546614632086,27799999.99999995
2.0,5.25,20.0,0,1,0,0,0,1,17.822843761378564,55000000.000000075
2.75,5.0,22.0,0,0,1,0,0,1,18.1462439114085,76000000.00000007
3.0,4.0,14.0,0,1,0,1,0,0,17.073607134447293,25999999.999999985
3.0,3.5,12.0,0,1,0,0,1,0,16.937875526504495,22700000.000000037
4.0,5.0,12.0,0,1,0,1,0,0,17.312018149733785,33000000.000000015
2.75,9.0,10.571428571428571,0,1,0,0,0,1,17.11134746100564,26999999.999999993
3.0,4.0,20.0,0,1,0,1,0,0,17.426428497635523,36999999.99999993
3.0,5.0,20.0,0,1,0,1,0,0,17.370858648025116,35000000.000000015
2.75,7.0,10.0,0,1,0,0,0,1,17.453096744006448,37999999.99999996
3.0,5.0,20.0,0,1,0,1,0,0,17.32705602664604,33500000.0
3.0,3.0,13.0,0,1,0,0,1,0,16.705882371415992,17999999.999999985
3.0,8.5,13.0,0,1,0,0,1,0,17.707330876483063,48999999.999999955
1.0,3.2,12.0,0,1,0,0,1,0,16.36495580701484,12799999.99999998
3.0,3.0,20.0,0,0,1,1,0,0,16.811242881518265,20000000.000000015
2.75,3.0625,13.0,0,1,0,0,1,0,16.61887099947687,16500000.000000013
3.0,3.13,12.0,0,1,0,0,0,1,16.929025911619092,22500000.00000001
3.0,8.0,13.0,0,1,0,1,0,0,17.9426449591384,62000000.000000045
2.0,12.0,16.0,0,1,0,1,0,0,17.867295523158884,57500000.00000004
3.0,5.0,13.0,0,1,0,1,0,0,17.034386422832473,24999999.999999963
3.0,4.0,18.0,0,1,0,1,0,0,16.98519618065851,23799999.999999996
4.0,4.0,22.0,0,1,0,1,0,0,17.370858648025116,35000000.000000015
4.0,4.0,10.0,0,0,1,1,0,0,16.588099342704055,16000000.000000026
3.0,5.0,20.0,0,1,0,1,0,0,17.21336907180573,29899999.999999974
3.0,12.0,13.0,0,1,0,0,0,1,17.989897843244528,65000000.00000007
3.0,10.0,13.0,0,0,1,0,0,1,18.064005814299346,69999999.99999991
3.0,4.1,13.0,0,1,0,1,0,0,16.97251102166758,23500000.00000002
2.75,4.0,15.0,0,1,0,0,1,0,16.835935492889124,20500000.000000022
3.0,6.5,10.0,0,1,0,1,0,0,17.565014657424058,42500000.00000005
3.0,4.0,10.0,0,0,1,0,1,0,16.835935492889124,20500000.000000022
2.75,12.0,10.0,0,0,1,0,0,1,17.50439003707821,39999999.999999985
3.0,4.0,12.0,0,1,0,0,0,1,16.61887099947687,16500000.000000013
3.0,3.1,13.0,0,1,0,0,0,1,16.716932206992077,18199999.999999993
3.0,9.0,13.0,0,1,0,0,0,1,17.909855136853043,60000000.0000001
2.75,5.259313367421475,12.916666666666666,0,1,0,0,0,1,17.034386422832473,24999999.999999963
3.0,8.0,20.0,0,0,1,0,0,1,17.50439003707821,39999999.999999985
2.75,6.375,16.0,0,1,0,0,0,1,17.073607134447293,25999999.999999985
1.0,3.0,13.0,0,1,0,0,1,0,16.257857680289998,11500000.000000019
3.0,3.1,20.0,0,1,0,1,0,0,16.648723960844016,16999999.999999974
2.0,5.75,11.0,0,1,0,1,0,0,17.296750678069195,32499999.999999955
3.0,4.0,13.0,0,0,1,0,1,0,16.97251102166758,23500000.00000002
3.0,4.0,15.0,0,1,0,1,0,0,16.993564429978885,24000000.0
3.0,4.0,13.0,0,1,0,1,0,0,17.147715103853763,27999999.99999999
3.0,4.0,15.0,0,1,0,1,0,0,17.341871111992198,33999999.99999994
3.0,2.5,14.0,0,1,0,1,0,0,16.929025911619092,22500000.00000001
3.0,5.625,20.0,0,1,0,0,0,1,16.951004817371683,22999999.999999974
10.0,3.944485025566107,20.0,0,0,1,0,0,1,16.61887099947687,16500000.000000013
3.0,4.2,12.0,0,1,0,0,1,0,16.811242881518265,20000000.000000015
3.0,4.622352081811541,20.0,0,1,0,0,0,1,16.677711496036597,17499999.999999985
2.5,3.625,12.0,0,1,0,1,0,0,17.370858648025116,35000000.000000015
2.75,4.0,16.0,0,1,0,0,1,0,17.034386422832473,24999999.999999963
3.0,4.0,13.0,0,1,0,1,0,0,17.479072229734946,39000000.00000001
3.0,3.5,13.0,0,1,0,0,0,1,16.705882371415992,17999999.999999985
3.0,3.5,13.0,0,1,0,1,0,0,16.929025911619092,22500000.00000001
2.75,14.0,20.0,0,1,0,0,0,1,16.811242881518265,20000000.000000015
3.0,4.1,11.2,0,1,0,0,0,1,17.21336907180573,29899999.999999974
3.0,22.0,15.0,0,1,0,1,0,0,18.064005814299346,69999999.99999991
3.0,8.1,15.0,0,1,0,1,0,0,17.61099976960838,44500000.000000075
2.75,4.0,20.0,0,1,0,1,0,0,17.034386422832473,24999999.999999963
3.0,6.875,13.0,0,1,0,0,1,0,17.296750678069195,32499999.999999955
2.5,3.0625,13.0,0,0,1,1,0,0,16.860033043306743,20999999.99999998
3.0,12.8125,13.0,0,1,0,1,0,0,18.420680753952364,99999999.99999991
3.0,5.25,13.0,0,1,0,1,0,0,17.281246492014,31999999.999999955
4.0,4.0,12.0,0,1,0,0,0,1,17.129696599000436,27500000.000000015
3.0,5.25,7.0,0,1,0,0,0,1,16.74403413530075,18700000.00000003
3.0,3.2,11.058823529411764,0,1,0,0,0,1,16.759949589762293,19000000.000000015
5.0,9.0,12.0,0,1,0,1,0,0,18.132998684833918,75000000.00000003
4.0,4.0,20.0,1,0,0,0,0,1,16.929025911619092,22500000.00000001
2.75,4.25,13.0,0,1,0,1,0,0,17.370858648025116,35000000.000000015
3.0,4.0,12.0,0,1,0,1,0,0,17.182806422433504,28999999.999999948
2.0,4.5,13.0,0,0,1,0,1,0,17.034386422832473,24999999.999999963
3.0,12.0,14.0,0,1,0,0,1,0,17.989897843244528,65000000.00000007
3.0,3.75,13.0,0,0,1,1,0,0,16.97251102166758,23500000.00000002
3.0,3.0,14.0,0,1,0,0,1,0,16.636889503897294,16799999.999999978
3.0,5.0,14.0,0,1,0,1,0,0,17.0926553286923,26499999.999999996
3.0,4.5,13.0,0,1,0,0,1,0,17.0926553286923,26499999.999999996
3.0,4.0,15.0,0,1,0,0,1,0,17.1654146803266,28500000.000000034
3.0,3.5,14.0,0,1,0,0,1,0,16.700311326676903,17899999.999999996
3.0,3.3125,9.0,0,1,0,1,0,0,16.705882371415992,17999999.999999985
3.0,9.0,20.0,0,1,0,1,0,0,18.02763817065757,67499999.99999988
3.0,8.0,20.0,0,1,0,1,0,0,17.622173069956816,44999999.999999985
3.0,3.375,22.0,0,0,1,1,0,0,17.11134746100564,26999999.999999993
3.0,10.0,20.0,0,1,0,0,0,1,17.840862266556567,56000000.00000003
5.0,6.5,20.0,1,0,0,1,0,0,18.132998684833918,75000000.00000003
3.0,3.1,12.0,0,1,0,1,0,0,16.694709071442087,17800000.000000004
4.0,7.25,12.0,0,0,1,1,0,0,17.439851517607305,37500000.0
3.0,4.0,12.0,0,1,0,0,1,0,17.341871111992198,33999999.99999994
3.0,6.9375,15.0,0,1,0,1,0,0,17.19990085520835,29499999.999999966
4.0,3.5,20.0,1,0,0,0,0,1,16.785925074816024,19499999.99999998
2.0,4.25,40.0,0,0,1,1,0,0,17.154832571369333,28199999.999999966
2.0,7.5,13.0,0,1,0,0,0,1,17.822843761378564,55000000.000000075
3.0,3.5625,15.0,0,1,0,0,0,1,16.860033043306743,20999999.99999998
2.75,6.5,10.0,0,1,0,0,0,1,16.906553056777135,22000000.000000007
2.75,6.0,13.0,0,1,0,0,0,1,16.733281344102608,18500000.000000034
2.5,3.25,20.0,0,0,1,1,0,0,16.785925074816024,19499999.99999998
2.5,6.75,13.0,0,1,0,1,0,0,17.6441519761925,46000000.00000004
5.0,6.0,14.0,0,1,0,1,0,0,17.41282284594998,36499999.99999996
2.75,8.0,15.0,0,1,0,0,0,1,17.622173069956816,44999999.999999985
3.0,4.0,13.0,0,1,0,0,1,0,16.951004817371683,22999999.999999974
3.0,3.25,11.058823529411764,0,0,1,1,0,0,16.759949589762293,19000000.000000015
2.75,5.125,13.0,0,1,0,1,0,0,17.426428497635523,36999999.99999993
3.0,3.1,13.0,0,1,0,0,0,1,16.840801682303496,20599999.99999997
2.5,3.125,13.0,0,0,1,0,1,0,16.677711496036597,17499999.999999985
3.0,4.0,13.0,0,1,0,0,0,1,17.034386422832473,24999999.999999963
2.0,5.0,15.0,0,1,0,1,0,0,17.439851517607305,37500000.0
2.0,5.0,15.0,0,1,0,0,1,0,16.906553056777135,22000000.000000007
2.75,9.0,16.0,0,0,1,1,0,0,17.71748324774094,49500000.000000075
2.0,2.5,13.0,0,1,0,0,0,1,16.300417291085605,12000000.000000007
3.0,5.5,13.0,0,1,0,0,1,0,17.32705602664604,33500000.0
3.0,3.5,13.0,0,0,1,1,0,0,17.11134746100564,26999999.999999993
3.0,9.375,14.816065764411029,0,0,1,1,0,0,17.50439003707821,39999999.999999985
2.0,10.0,13.0,0,1,0,0,0,1,17.479072229734946,39000000.00000001
4.0,3.0,13.0,0,1,0,0,1,0,17.034386422832473,24999999.999999963
3.0,16.0,26.0,0,1,0,0,1,0,17.90818707978017,59900000.00000009
3.0,3.25,13.0,0,0,1,0,1,0,16.733281344102608,18500000.000000034
3.0,3.0,15.0,0,1,0,1,0,0,16.97251102166758,23500000.00000002
3.0,4.0,14.0,0,0,1,0,0,1,16.785925074816024,19499999.99999998
2.75,9.25,20.0,0,1,0,1,0,0,17.909855136853043,60000000.0000001
2.0,21.0,20.0,0,1,0,1,0,0,18.197537205138154,79999999.99999988
4.0,4.125,14.904761904761903,0,1,0,0,0,1,17.622173069956816,44999999.999999985
4.0,16.0,9.0,0,0,1,0,0,1,18.064005814299346,69999999.99999991
2.75,5.5,20.0,0,1,0,0,0,1,17.1654146803266,28500000.000000034
2.0,3.0,16.0,0,1,0,1,0,0,16.97251102166758,23500000.00000002
2.0,4.0,13.0,0,1,0,1,0,0,17.233237274364523,30499999.999999948
2.75,3.0,13.0,0,0,1,0,0,1,16.677711496036597,17499999.999999985
3.0,4.0,15.0,0,1,0,1,0,0,17.599700214609808,43999999.99999999
2.75,4.0,13.0,0,1,0,1,0,0,17.281246492014,31999999.999999955
3.0,6.0,33.0,0,1,0,1,0,0,17.370858648025116,35000000.000000015
3.0,4.3,12.0,0,0,1,1,0,0,17.265498135541893,31500000.00000002
2.75,8.0,20.0,0,1,0,1,0,0,17.989897843244528,65000000.00000007
1.0,3.2,12.0,0,1,0,0,1,0,16.166885910365842,10499999.999999994
3.0,3.0625,20.0,0,0,1,1,0,0,16.770420889081343,19200000.000000026
1.5,4.75,18.0,0,1,0,1,0,0,16.52356082573315,15000000.00000001
2.5,6.0,20.0,0,1,0,1,0,0,17.312018149733785,33000000.000000015
3.0,2.75,13.0,0,1,0,1,0,0,16.997722439954657,24099999.999999966
4.5,13.0,14.0,0,1,0,0,1,0,18.064005814299346,69999999.99999991
2.75,6.5,20.0,0,0,1,1,0,0,17.399029524198163,36000000.000000045
3.0,5.0,14.0,0,1,0,0,1,0,17.182806422433504,28999999.999999948
4.0,11.0,13.0,0,1,0,1,0,0,17.926384438531027,60999999.999999955
2.75,4.0,30.0,0,1,0,0,0,1,17.622173069956816,44999999.999999985
2.0,3.2,13.0,0,1,0,1,0,0,16.380459992348886,13000000.000000013
3.0,3.0,20.0,0,1,0,0,0,1,17.50439003707821,39999999.999999985
2.75,5.0,15.0,0,1,0,0,0,1,17.073607134447293,25999999.999999985
2.75,4.5,22.0,0,1,0,1,0,0,17.439851517607305,37500000.0
2.5,20.0,16.0,0,0,1,1,0,0,18.31532023940565,90000000.00000004
2.0,24.0,20.0,0,0,1,0,0,1,18.395362946224484,97499999.99999984
3.0,8.31263696128561,12.0,0,1,0,1,0,0,17.370858648025116,35000000.000000015
2.75,10.81081081081081,14.904761904761903,0,1,0,0,0,1,17.622173069956816,44999999.999999985
3.0,4.0,14.0,0,1,0,1,0,0,17.05418904934434,25500000.000000026
2.0,5.5,12.916666666666666,0,0,1,0,0,1,17.034386422832473,24999999.999999963
3.0,3.0,11.0,0,0,1,0,1,0,16.705882371415992,17999999.999999985
3.0,4.0,13.12336,0,1,0,1,0,0,16.88356353960952,21500000.00000001
1.0,2.0452885317750185,20.0,0,0,1,1,0,0,16.300417291085605,12000000.000000007
2.5,3.5,20.0,0,0,1,0,1,0,16.785925074816024,19499999.99999998
3.0,3.75,20.0,0,0,1,0,1,0,16.97251102166758,23500000.00000002
3.0,10.0,12.0,0,1,0,0,0,1,18.064005814299346,69999999.99999991
3.0,5.0,13.0,0,1,0,0,0,1,16.811242881518265,20000000.000000015
2.0,4.0,14.0,0,1,0,1,0,0,16.993564429978885,24000000.0
3.5,4.5,13.0,0,0,1,0,1,0,16.906553056777135,22000000.000000007
3.0,7.0,30.0,0,1,0,0,0,1,17.399029524198163,36000000.000000045
4.0,3.5,33.0,0,0,1,1,0,0,17.216707972959764,30000000.00000005
2.0,3.9375,18.0,0,1,0,1,0,0,16.993564429978885,24000000.0
2.75,4.0,12.0,0,1,0,1,0,0,17.147715103853763,27999999.99999999
2.75,3.25,15.40574557213761,0,0,1,0,0,1,16.915602891887552,22200000.000000004
1.0,3.0625,12.0,0,0,1,0,0,1,16.300417291085605,12000000.000000007
3.0,5.75,20.0,0,1,0,1,0,0,17.491811255187805,39499999.999999985
3.0,7.0,20.0,0,1,0,1,0,0,17.529082649058825,40999999.999999985
2.75,4.0,11.058823529411764,0,0,1,0,0,1,16.759949589762293,19000000.000000015
2.0,12.25,20.0,0,1,0,0,0,1,18.064005814299346,69999999.99999991
3.0,3.75,13.0,0,0,1,1,0,0,16.906553056777135,22000000.000000007
3.0,3.5,12.0,0,1,0,0,1,0,16.801192546169812,19799999.99999998
3.0,4.0,13.0,0,1,0,1,0,0,17.296750678069195,32499999.999999955
3.0,5.0,11.0,0,1,0,0,0,1,17.77632374660947,52499999.999999985
3.0,10.0,16.0,0,1,0,0,1,0,18.132998684833918,75000000.00000003
3.0,4.5,13.0,0,1,0,1,0,0,17.129696599000436,27500000.000000015
1.5,3.0,13.0,0,0,1,0,1,0,16.380459992348886,13000000.000000013
1.0,3.0,13.0,0,0,1,1,0,0,16.118095750958314,9999999.999999996
3.0,12.0,15.0,0,1,0,1,0,0,17.867295523158884,57500000.00000004
2.0,4.0,11.0,0,1,0,0,0,1,16.5563506464056,15499999.999999987
2.75,3.5,10.571428571428571,0,1,0,0,0,1,17.11134746100564,26999999.999999993
2.75,5.5,20.0,0,0,1,1,0,0,17.376556668977415,35199999.999999955
4.0,3.0,13.0,0,1,0,0,0,1,17.034386422832473,24999999.999999963
3.0,6.1,32.0,0,1,0,0,0,1,17.426428497635523,36999999.99999993
3.0,3.5,12.0,0,1,0,0,0,1,16.677711496036597,17499999.999999985
1.5,3.0,13.0,0,0,1,0,1,0,16.341239282272525,12499999.999999985
3.0,3.1875,15.0,0,1,0,0,1,0,16.929025911619092,22500000.00000001
3.0,7.0,14.0,0,1,0,1,0,0,17.50188690692275,39900000.00000004
2.75,3.25,13.0,0,1,0,1,0,0,16.811242881518265,20000000.000000015
4.0,4.0,10.0,0,0,1,0,1,0,17.05810294851229,25599999.99999997
